L3(도메인),[AS-IS] L5 Name,[AS-IS] L6 Name,Activity_ID,[TO-BE] L5 Name,[TO-BE] L6 Name,Cadence,Output Type,Change_Type,Change_Note
기획,인사업무 지식 관리,인사업무 지식 관리 회의록 발행,V2-L6-0955,인사업무 지식 관리,중간 인사업무 지식  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,인사업무 지식 관리,인사업무 지식 관리 계획안 확정,V2-L6-0956,인사업무 지식 관리,중간 인사업무 지식  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,인사업무 지식 관리,자료집 발행,V2-L6-0957,인사업무 지식 관리,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 요청 접수 로그 생성,V2-L6-0936,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 회의록 발행,V2-L6-0937,주주총회 등 외부 행사 내 인사 관련 자료 작성,중간 주주총회 등 외부 행사 내 인사 관련 자료 작성 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 계획안 확정,V2-L6-0938,주주총회 등 외부 행사 내 인사 관련 자료 작성,중간 주주총회 등 외부 행사 내 인사 관련 자료 작성 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,주주총회 등 외부 행사 내 인사 관련 자료 작성,자료집 발행,V2-L6-0939,주주총회 등 외부 행사 내 인사 관련 자료 작성,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0940,팀 업무일정표 및 주요일정 작성,팀 업무일정표 및 주요일정 작성 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0941,팀 업무일정표 및 주요일정 작성,중간 팀 업무일정표 및 주요일정 작성 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0942,팀 업무일정표 및 주요일정 작성,중간 팀 업무일정표 및 주요일정 작성 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0943,팀 업무일정표 및 주요일정 작성,주요일정 작성 회의록 발행,상시,schedule_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0944,팀 업무일정표 및 주요일정 작성,자료집 발행,상시,minutes_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0945,팀 업무일정표 및 주요일정 작성,팀  업무일정표 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0946,팀 업무일정표 및 주요일정 작성,주요일정 작성 계획안 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀 조직목표 수립,People팀 조직목표 수립 요청 접수 로그 생성,V2-L6-0924,People팀 조직목표 수립,People팀 조직목표 수립 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀 조직목표 수립,People팀 조직목표 수립 회의록 발행,V2-L6-0925,People팀 조직목표 수립,중간 People팀 조직목표 수립 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀 조직목표 수립,People팀 조직목표 수립 계획안 확정,V2-L6-0926,People팀 조직목표 수립,중간 People팀 조직목표 수립 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀 조직목표 수립,자료집 발행,V2-L6-0927,People팀 조직목표 수립,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,인사전략 수립,인사전략 수립 요청 접수 로그 생성,V2-L6-0928,인사전략 수립,인사전략 수립 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,인사전략 수립,인사전략 수립 회의록 발행,V2-L6-0929,인사전략 수립,중간 인사전략 수립 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,인사전략 수립,인사전략 수립 계획안 확정,V2-L6-0930,인사전략 수립,중간 인사전략 수립 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,인사전략 수립,자료집 발행,V2-L6-0931,인사전략 수립,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,전사 인사전략 워크샵,전사 인사전략 워크샵 요청 접수 로그 생성,V2-L6-0920,전사 인사전략 워크샵,전사 인사전략 워크샵 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사전략 워크샵,전사 인사전략 워크샵 회의록 발행,V2-L6-0921,전사 인사전략 워크샵,중간 전사 인사전략 워크샵 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사전략 워크샵,전사 인사전략 워크샵 계획안 확정,V2-L6-0922,전사 인사전략 워크샵,중간 전사 인사전략 워크샵 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사전략 워크샵,자료집 발행,V2-L6-0923,전사 인사전략 워크샵,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 요청 접수 로그 생성,V2-L6-0916,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 회의록 발행,V2-L6-0917,People팀장 사업부 정례미팅,중간 People팀장 사업부 정례미팅 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 계획안 확정,V2-L6-0918,People팀장 사업부 정례미팅,중간 People팀장 사업부 정례미팅 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,People팀장 사업부 정례미팅,자료집 발행,V2-L6-0919,People팀장 사업부 정례미팅,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
기획,전사 인사담당 임원회의,전사 인사담당 임원회의 요청 접수 로그 생성,V2-L6-0912,전사 인사담당 임원회의,전사 인사담당 임원회의 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사담당 임원회의,전사 인사담당 임원회의 회의록 발행,V2-L6-0913,전사 인사담당 임원회의,중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사담당 임원회의,전사 인사담당 임원회의 계획안 확정,V2-L6-0914,전사 인사담당 임원회의,중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
기획,전사 인사담당 임원회의,자료집 발행,V2-L6-0915,전사 인사담당 임원회의,자료집 발행,상시,minutes_doc,유지,원본 명칭/구조 유지
노사,생일자 기념쿠키 지급,생일자 기념쿠키 지급 요청 접수 로그 생성,V2-L6-0114,생일자 기념쿠키 지급,생일자 기념쿠키 지급 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,생일자 기념쿠키 지급,생일자 지급대상 명단 확정,V2-L6-0115,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,생일자 기념쿠키 지급,기념쿠키 발주서 발행,V2-L6-0116,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,직장내괴롭힘,직장내괴롭힘 요청 접수 로그 생성,V2-L6-0106,직장내괴롭힘,직장내괴롭힘 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,직장내괴롭힘,직장내괴롭힘 신고케이스 생성,V2-L6-0107,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,직장내괴롭힘,조사면담 기록서 등록,V2-L6-0108,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,직장내괴롭힘,직장내괴롭힘 처리 결과 확정,V2-L6-0109,직장내괴롭힘,직장내괴롭힘 처리 결과 확정,상시,approval_doc,유지,원본 명칭/구조 유지
노사,희망퇴직,희망퇴직 요청 접수 로그 생성,V2-L6-0110,희망퇴직,희망퇴직 기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,희망퇴직,희망퇴직 대상자 기준표 확정,V2-L6-0111,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,희망퇴직,희망퇴직 위로금 협의안 확정,V2-L6-0112,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,희망퇴직,퇴직패키지 정산서 발행,V2-L6-0113,희망퇴직,퇴직패키지 정산서 발행,수시,settlement_doc,유지,원본 명칭/구조 유지
노사,단체교섭,단체교섭 요구안 접수목록 확정,V2-L6-0100,단체교섭,단체교섭 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,단체교섭,단체교섭 요구안 접수목록 확정,V2-L6-0101,단체교섭,단체교섭 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,단체교섭,단체교섭 회차별 회의록 발행,V2-L6-0102,단체교섭,단체교섭 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,단체협약,단체협약 요청 접수 로그 생성,V2-L6-0103,단체협약,단체협약 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,단체협약,단체협약 요청 접수 로그 생성,V2-L6-0104,단체협약,단체협약 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,단체협약,단체협약 체결본 발행,V2-L6-0105,단체협약,단체협약 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,면담기록/요약,면담기록 생성,V2-L6-0120,면담기록/요약,면담기록/요약 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,면담기록/요약,면담요약 보고서 발행,V2-L6-0121,면담기록/요약,면담기록/요약 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,면담기록/요약,요약 요청 접수 로그 생성,V2-L6-0122,면담기록/요약,면담기록/요약 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,면담질문지 준비,면담질문지 준비 요청 접수 로그 생성,V2-L6-0117,면담질문지 준비,면담질문지 준비 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,면담질문지 준비,면담질문지 준비 요청 접수 로그 생성,V2-L6-0118,면담질문지 준비,면담질문지 준비 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,면담질문지 준비,면담질문지 확정본 등록,V2-L6-0119,면담질문지 준비,면담질문지 준비 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,유사사례 및 판례 확인,유사사례 및 판례 확인 요청 접수 로그 생성,V2-L6-0123,유사사례 및 판례 확인,유사사례 및 판례 확인 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,유사사례 및 판례 확인,판례검토 의견서 등록,V2-L6-0124,유사사례 및 판례 확인,유사사례 및 판례 확인 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,유사사례 및 판례 확인,유사사례 및 판례 확인 처리 결과 확정,V2-L6-0125,유사사례 및 판례 확인,유사사례 및 판례 확인 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,징계양정 제안,징계양정 제안 요청 접수 로그 생성,V2-L6-0126,징계양정 제안,징계양정 제안 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,징계양정 제안,징계양정 제안 요청 접수 로그 생성,V2-L6-0127,징계양정 제안,징계양정 제안 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,징계양정 제안,징계양정 확정안 결재완료,V2-L6-0128,징계양정 제안,징계양정 제안 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
노사,Change Agent,Change Agent 요청 접수 로그 생성,V2-L6-0085,Change Agent,Change Agent 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,Change Agent,CA 운영계획서 확정,V2-L6-0086,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,Change Agent,CA 활동결과 보고서 등록,V2-L6-0087,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,Change Agent,CA 우수사례집 발행,V2-L6-0088,Change Agent,CA 우수사례집 발행,상시,casebook,유지,원본 명칭/구조 유지
노사,My Pulse 서베이,My Pulse 서베이 요청 접수 로그 생성,V2-L6-0093,My Pulse 서베이,My Pulse 서베이 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,My Pulse 서베이,My Pulse 설문지 확정,V2-L6-0094,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,My Pulse 서베이,My Pulse 응답데이터 수집 완료,V2-L6-0095,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,My Pulse 서베이,My Pulse 결과리포트 발행,V2-L6-0096,My Pulse 서베이,My Pulse 결과리포트 발행,상시,analysis_report,유지,원본 명칭/구조 유지
노사,SCI 진단,SCI 진단 요청 접수 로그 생성,V2-L6-0089,SCI 진단,SCI 진단 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,SCI 진단,SCI 진단 설문지 확정,V2-L6-0090,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,SCI 진단,SCI 서베이 응답데이터 수집 완료,V2-L6-0091,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,SCI 진단,SCI 진단 결과리포트 발행,V2-L6-0092,SCI 진단,SCI 진단 결과리포트 발행,상시,analysis_report,유지,원본 명칭/구조 유지
노사,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0097,협의회,협의회 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0098,협의회,협의회 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
노사,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0099,협의회,협의회 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,Office근무시간오류관리,Office근무시간오류관리 요청 접수 로그 생성,V2-L6-0312,Office근무시간오류관리,Office근무시간오류관리 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,Office근무시간오류관리,Office근무시간오류관리 요청 접수 로그 생성,V2-L6-0313,Office근무시간오류관리,Office근무시간오류관리 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,Office근무시간오류관리,근무시간 오류조정 내역서 발행,V2-L6-0314,Office근무시간오류관리,Office근무시간오류관리 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,근무형태 생성,근무형태 생성 요청 접수 로그 생성,V2-L6-0309,근무형태 생성,근무형태 생성 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,근무형태 생성,근무형태 생성 요청 접수 로그 생성,V2-L6-0310,근무형태 생성,근무형태 생성 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,근무형태 생성,근무형태 코드 등록완료,V2-L6-0311,근무형태 생성,근무형태 생성 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,일반근태,일반근태 요청 접수 로그 생성,V2-L6-0318,일반근태,일반근태 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,일반근태,일반근태 요청 접수 로그 생성,V2-L6-0319,일반근태,일반근태 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,일반근태,일반근태 월마감 확정표 발행,V2-L6-0320,일반근태,일반근태 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원휴가생성,임직원휴가생성 요청 접수 로그 생성,V2-L6-0321,임직원휴가생성,임직원휴가생성 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원휴가생성,임직원휴가생성 요청 접수 로그 생성,V2-L6-0322,임직원휴가생성,임직원휴가생성 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원휴가생성,임직원 휴가잔여 생성완료 로그,V2-L6-0323,임직원휴가생성,임직원휴가생성 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,초과근무시간반영,초과근무시간반영 요청 접수 로그 생성,V2-L6-0315,초과근무시간반영,초과근무시간반영 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,초과근무시간반영,초과근무 결재로그 생성,V2-L6-0316,초과근무시간반영,초과근무시간반영 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,초과근무시간반영,초과근무시간반영 처리 결과 확정,V2-L6-0317,초과근무시간반영,초과근무시간반영 결과 통보 발송,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,대부금,대부금 요청 접수 로그 생성,V2-L6-0303,대부금,대부금 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,대부금,대부금 요청 접수 로그 생성,V2-L6-0304,대부금,대부금 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,대부금,대부금 심사승인서 확정,V2-L6-0305,대부금,대부금 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,의료비,의료비 요청 접수 로그 생성,V2-L6-0297,의료비,의료비 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,의료비,의료비 요청 접수 로그 생성,V2-L6-0298,의료비,의료비 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,의료비,의료비 지원금 정산서 발행,V2-L6-0299,의료비,의료비 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원검진,임직원검진 요청 접수 로그 생성,V2-L6-0306,임직원검진,임직원검진 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원검진,임직원검진 요청 접수 로그 생성,V2-L6-0307,임직원검진,임직원검진 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임직원검진,검진결과 수검현황 리포트 발행,V2-L6-0308,임직원검진,임직원검진 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,학자금,학자금 요청 접수 로그 생성,V2-L6-0300,학자금,학자금 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,학자금,학자금 요청 접수 로그 생성,V2-L6-0301,학자금,학자금 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,학자금,학자금 지급완료 로그 생성,V2-L6-0302,학자금,학자금 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,건강보험/노인장기요양보험 정산,건강보험 생성,V2-L6-0287,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,건강보험/노인장기요양보험 정산,건강 발행,V2-L6-0288,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,건강보험/노인장기요양보험 정산,노인장기요양보험 정산 요청 접수 로그 생성,V2-L6-0289,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,건강보험/노인장기요양보험 정산,장기요양 정산서 발행,V2-L6-0290,건강보험/노인장기요양보험 정산,장기요양 정산서 발행,상시,settlement_doc,유지,원본 명칭/구조 유지
보상/근태,고용보험 자격관리,고용보험 자격관리 요청 접수 로그 생성,V2-L6-0291,고용보험 자격관리,고용보험 자격관리 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,고용보험 자격관리,고용보험 자격관리 요청 접수 로그 생성,V2-L6-0292,고용보험 자격관리,고용보험 자격관리 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,고용보험 자격관리,고용보험 자격변동 신고완료 로그 생성,V2-L6-0293,고용보험 자격관리,고용보험 자격관리 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0284,국민연금 결정,국민연금 결정 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0285,국민연금 결정,국민연금 결정 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0286,국민연금 결정,국민연금 결정 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,산재보험 신고,산재보험 신고 요청 접수 로그 생성,V2-L6-0294,산재보험 신고,산재보험 신고 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,산재보험 신고,산재보험 신고 요청 접수 로그 생성,V2-L6-0295,산재보험 신고,산재보험 신고 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,산재보험 신고,산재보험 신고서 발행,V2-L6-0296,산재보험 신고,산재보험 신고 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,경영계획,경영계획 요청 접수 로그 생성,V2-L6-0278,경영계획,경영계획 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,경영계획,경영계획 요청 접수 로그 생성,V2-L6-0279,경영계획,경영계획 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,경영계획,인건비 경영계획안 확정,V2-L6-0280,경영계획,경영계획 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임금조정,임금조정 요청 접수 로그 생성,V2-L6-0281,임금조정,임금조정 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임금조정,임금조정 요청 접수 로그 생성,V2-L6-0282,임금조정,임금조정 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,임금조정,임금조정 시뮬레이션 결과서 확정,V2-L6-0283,임금조정,임금조정 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,연말정산,연말정산 요청 접수 로그 생성,V2-L6-0275,연말정산,연말정산 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,연말정산,연말정산 요청 접수 로그 생성,V2-L6-0276,연말정산,연말정산 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,연말정산,연말정산 신고파일 생성완료,V2-L6-0277,연말정산,연말정산 결과 통보 발송,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0256,급여,급여 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0257,급여,중간 급여 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0258,급여,중간 급여 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0259,급여,급여명세서 발행완료,상시,payslip,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
보상/근태,연차수당,연차수당 요청 접수 로그 생성,V2-L6-0263,연차수당,연차수당 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,연차수당,연차수당 요청 접수 로그 생성,V2-L6-0264,연차수당,연차수당 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,연차수당,연차수당 산정내역서 확정,V2-L6-0265,연차수당,연차수당 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
보상/근태,인센티브,인센티브 요청 접수 로그 생성,V2-L6-0260,인센티브,인센티브 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
