Activity_ID,L3(도메인),L4,L5,L6 Name,Output Type,Cadence,Digital Trace,규칙 위반 여부(Y/N),구분,seq,sequence_no,pre_dependency
V2-L6-0234,채용,인재발굴,인재 소싱 채널 운영,인재 소싱 채널  결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0233
V2-L6-0235,채용,인재발굴,인재 소싱 채널 운영,인재 소싱 채널  결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0234
V2-L6-0236,채용,선발전형,서류심사,서류심사 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0237,채용,선발전형,서류심사,서류심사 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0236
V2-L6-0238,채용,선발전형,서류심사,서류심사 결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0237
V2-L6-0239,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 기준서 확정",approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0240,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과표 등록",analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0239
V2-L6-0241,채용,선발전형,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과 통보 발송 완료",notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0240
V2-L6-0242,채용,선발전형,면접,면접 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0243,채용,선발전형,면접,면접 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0242
V2-L6-0244,채용,선발전형,면접,면접 결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0243
V2-L6-0245,채용,선발전형,채용승인 및 처우확정,채용승인 및 처우확정 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0246,채용,선발전형,채용승인 및 처우확정,채용승인 및 처우확정 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0245
V2-L6-0247,채용,선발전형,채용승인 및 처우확정,채용승인 및 처우확정 결과 통보 발송,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0246
V2-L6-0248,채용,채용 후속조치,선확보 인력 리텐션 운영,선확보 인력 리텐션  기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0249,채용,채용 후속조치,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0248
V2-L6-0250,채용,채용 후속조치,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0249
V2-L6-0251,채용,채용 후속조치,신규입사자 입사/온보딩 수행,신규입사자 입사/온보딩 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0252,채용,채용 후속조치,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0251
V2-L6-0253,채용,채용 후속조치,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0252
V2-L6-0254,채용,채용 후속조치,신규입사자 입사/온보딩 수행,입사 전 O 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,4,4,V2-L6-0253
V2-L6-0255,채용,채용 후속조치,신규입사자 입사/온보딩 수행,T 이수결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,5,5,V2-L6-0254
V2-L6-0256,보상/근태,지급업무,급여,급여 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0257,보상/근태,지급업무,급여,중간 급여 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0256
V2-L6-0258,보상/근태,지급업무,급여,중간 급여 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0257
V2-L6-0259,보상/근태,지급업무,급여,급여명세서 발행완료,payslip,상시,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 급여명세서 발행완료 관련 증빙 기록,N,신규,4,4,V2-L6-0258
V2-L6-0260,보상/근태,지급업무,인센티브,인센티브 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0261,보상/근태,지급업무,인센티브,인센티브 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0260
V2-L6-0262,보상/근태,지급업무,인센티브,인센티브 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0261
V2-L6-0263,보상/근태,지급업무,연차수당,연차수당 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0264,보상/근태,지급업무,연차수당,연차수당 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0263
V2-L6-0265,보상/근태,지급업무,연차수당,연차수당 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0264
V2-L6-0266,보상/근태,퇴직정산,퇴직자 미지급액 지급,퇴직자 미지급액 지급 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0267,보상/근태,퇴직정산,퇴직자 미지급액 지급,퇴직자 미지급액 지급 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0266
V2-L6-0268,보상/근태,퇴직정산,퇴직자 미지급액 지급,퇴직자 미지급액 지급 결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0267
V2-L6-0269,보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0270,보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0269
V2-L6-0271,보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0270
V2-L6-0272,보상/근태,퇴직정산,퇴직연금,퇴직연금 기준서 확정,approval_doc,수시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0273,보상/근태,퇴직정산,퇴직연금,퇴직연금 결과표 등록,analysis_report,수시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0272
V2-L6-0274,보상/근태,퇴직정산,퇴직연금,퇴직연금 결과 통보 발송 완료,notification_doc,수시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0273
V2-L6-0275,보상/근태,연말정산,연말정산,연말정산 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0276,보상/근태,연말정산,연말정산,연말정산 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0275
V2-L6-0277,보상/근태,연말정산,연말정산,연말정산 결과 통보 발송,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0276
V2-L6-0278,보상/근태,보상기획,경영계획,경영계획 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0279,보상/근태,보상기획,경영계획,경영계획 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0278
V2-L6-0280,보상/근태,보상기획,경영계획,경영계획 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0279
V2-L6-0281,보상/근태,보상기획,임금조정,임금조정 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0282,보상/근태,보상기획,임금조정,임금조정 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0281
V2-L6-0283,보상/근태,보상기획,임금조정,임금조정 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0282
V2-L6-0284,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0285,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0284
V2-L6-0286,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0285
V2-L6-0287,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0288,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0287
V2-L6-0289,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0288
V2-L6-0290,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,장기요양 정산서 발행,settlement_doc,상시,ERP 전표 번호 생성 로그 | 결재 완료 데이터 | 정산 반영 이력,N,신규,4,4,V2-L6-0289
V2-L6-0291,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0292,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0291
V2-L6-0293,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0292
V2-L6-0294,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0295,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0294
V2-L6-0296,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0295
V2-L6-0297,보상/근태,기업복리후생,의료비,의료비 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0298,보상/근태,기업복리후생,의료비,의료비 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0297
V2-L6-0299,보상/근태,기업복리후생,의료비,의료비 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0298
V2-L6-0300,보상/근태,기업복리후생,학자금,학자금 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0301,보상/근태,기업복리후생,학자금,학자금 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0300
V2-L6-0302,보상/근태,기업복리후생,학자금,학자금 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0301
V2-L6-0303,보상/근태,기업복리후생,대부금,대부금 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0304,보상/근태,기업복리후생,대부금,대부금 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0303
V2-L6-0305,보상/근태,기업복리후생,대부금,대부금 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0304
V2-L6-0306,보상/근태,기업복리후생,임직원검진,임직원검진 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0307,보상/근태,기업복리후생,임직원검진,임직원검진 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0306
V2-L6-0308,보상/근태,기업복리후생,임직원검진,임직원검진 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0307
V2-L6-0309,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0310,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0309
V2-L6-0311,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0310
V2-L6-0312,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0313,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0312
V2-L6-0314,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0313
V2-L6-0315,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0316,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0315
V2-L6-0317,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 결과 통보 발송,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0316
V2-L6-0318,보상/근태,근태운영 및 관리,일반근태,일반근태 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0319,보상/근태,근태운영 및 관리,일반근태,일반근태 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0318
V2-L6-0320,보상/근태,근태운영 및 관리,일반근태,일반근태 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0319
V2-L6-0321,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0322,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0321
V2-L6-0323,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0322
V2-L6-0324,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0325,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0324
V2-L6-0326,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0325
V2-L6-0327,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0328,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0327
V2-L6-0329,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0328
V2-L6-0330,임원조직,인력운영,핵심리더 선발,핵심리더 선발 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0331,임원조직,인력운영,핵심리더 선발,핵심리더 선발 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0330
V2-L6-0332,임원조직,인력운영,핵심리더 선발,핵심리더 선발 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0331
V2-L6-0333,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0334,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0333
V2-L6-0335,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0334
V2-L6-0336,임원조직,인력운영,조직도 작성,조직도 작성 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0337,임원조직,인력운영,조직도 작성,조직도 작성 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0336
V2-L6-0338,임원조직,인력운영,조직도 작성,조직도 작성 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0337
V2-L6-0339,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0340,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0339
V2-L6-0341,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0340
V2-L6-0342,임원조직,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0343,임원조직,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0342
V2-L6-0344,임원조직,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0343
V2-L6-0345,임원조직,조직개편,조직개편,조직개편 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0346,임원조직,조직개편,조직개편,중간 조직개편 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0345
V2-L6-0347,임원조직,조직개편,조직개편,중간 조직개편 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0346
V2-L6-0348,임원조직,조직개편,조직개편,조직개편 요청서 등록 완료,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,4,4,V2-L6-0347
V2-L6-0349,임원조직,조직개편,조직개편,조직개편 반영완료 로그 생성,status_log,상시,상태값 변경 이력 | 시스템 동기화 반영 로그 | 처리 완료 타임스탬프,N,신규,5,5,V2-L6-0348
V2-L6-0350,임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0351,임원조직,교육/양성,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0350
V2-L6-0352,임원조직,교육/양성,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,3,3,V2-L6-0351
V2-L6-0353,임원조직,교육/양성,SLP/TLP 과정,TLP 과정 운영계획서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,4,4,V2-L6-0352
V2-L6-0354,임원조직,교육/양성,SLP/TLP 과정,SLP 발행,training_status,상시,업무 처리 이력 로그 | 결과 데이터 저장 이력 | SLP 발행 관련 증빙 기록,N,신규,5,5,V2-L6-0353
V2-L6-0355,임원조직,교육/양성,SLP/TLP 과정,TLP 수료결과표 발행,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,6,6,V2-L6-0354
V2-L6-0356,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
V2-L6-0357,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과표 등록,analysis_report,상시,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력,N,신규,2,2,V2-L6-0356
V2-L6-0358,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과 통보 발송 완료,notification_doc,상시,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력,N,신규,3,3,V2-L6-0357
V2-L6-0359,임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 기준서 확정,approval_doc,상시,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그,N,신규,1,1,
