도메인,L4,L5,L6_세부업무명,산출물_형태(보고서/티켓/로그),시스템_증거(디지털_발자국)
총무,사내 서비스 운영,날인 및 증명서 관리,증명서 발급요청 티켓 생성,ticket_log,그룹웨어 티켓번호 생성 | 메일 제목: 증명서 발급 요청 접수 안내 | 처리상태 변경 로그: 접수완료
보상/근태,퇴직정산,퇴직금 지급,퇴직금 산정확인서 확정,calculation_sheet,평균임금 산정 로그 | 근속연수 계산 로그 | 메일 제목: 퇴직금 산정확인서 확정 안내
보상/근태,퇴직정산,퇴직연금,퇴직연금 적립금 이관파일 생성,transfer_file,퇴직연금 이관파일 생성 로그 | 사업자 전송 로그 | 메일 제목: 퇴직연금 이관파일 전송 안내
보상/근태,연말정산,연말정산,연말정산 신고파일 생성완료,tax_file,연말정산 데이터 집계 배치 | 신고파일 생성 로그 | 메일 제목: 연말정산 신고파일 생성 안내
보상/근태,보상기획,경영계획,인건비 경영계획안 확정,plan_doc,인건비 시뮬레이션 로그 | 계획안 승인 로그 | 메일 제목: 인건비 경영계획 확정 안내
보상/근태,보상기획,임금조정,임금조정 시뮬레이션 결과서 확정,simulation_report,임금조정 시뮬레이션 로그 | 시나리오 비교 저장 로그 | 메일 제목: 임금조정 시뮬레이션 결과 안내
보상/근태,법정복리후생,국민연금 정기결정,국민연금 정기결정 신고서 발행,edi_report,국민연금 EDI 신고파일 생성 | 공단 전송 로그 | 메일 제목: 국민연금 정기결정 신고 완료 안내
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강/장기요양 정산서 발행,settlement_doc,정산 계산 로그 | 공단 EDI 전송 로그 | 메일 제목: 건강/장기요양 정산 완료 안내
보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격변동 신고완료 로그 생성,edi_log,자격변동 신고파일 생성 | 고용보험 EDI 전송 로그 | 메일 제목: 고용보험 자격변동 신고 완료 안내
보상/근태,법정복리후생,산재보험 신고,산재보험 신고서 발행,edi_report,산재신고 데이터 입력 로그 | 공단 EDI 전송 로그 | 메일 제목: 산재보험 신고 완료 안내
보상/근태,기업복리후생,의료비,의료비 지원금 정산서 발행,settlement_doc,의료비 청구서 검증 로그 | 지원금 지급전표 승인 로그 | 메일 제목: 의료비 지원금 지급 안내
보상/근태,기업복리후생,학자금,학자금 지급완료 로그 생성,payment_log,학자금 대상자 검증 로그 | 학자금 지급 배치 로그 | 메일 제목: 학자금 지급 완료 안내
보상/근태,기업복리후생,대부금,대부금 심사승인서 확정,approval_doc,대부심사 점수 산정 로그 | 승인 결재 로그 | 메일 제목: 대부금 심사승인 안내
보상/근태,기업복리후생,임직원검진,검진결과 수검현황 리포트 발행,health_report,수검데이터 수신 로그 | 미수검자 리마인드 로그 | 메일 제목: 임직원검진 수검현황 공유
보상/근태,근태운영 및 관리,근무형태 생성,근무형태 코드 등록완료,master_data,근무형태 코드 생성 로그 | 적용조직 매핑 로그 | 메일 제목: 근무형태 코드 등록 안내
보상/근태,근태운영 및 관리,Office근무시간오류관리,근무시간 오류조정 내역서 발행,adjustment_sheet,오류탐지 로그 | 조정승인 결재 로그 | 메일 제목: 근무시간 오류조정 결과 안내
보상/근태,근태운영 및 관리,초과근무시간반영,초과근무 결재로그 생성,approval_log,초과근무 신청 승인 로그 | 결재 완료 로그 | 메일 제목: 초과근무 승인 완료 안내
보상/근태,근태운영 및 관리,일반근태,일반근태 월마감 확정표 발행,closing_sheet,근태 월마감 배치 로그 | 결근/지각 집계 로그 | 메일 제목: 일반근태 월마감 확정 안내
보상/근태,근태운영 및 관리,임직원휴가생성,임직원 휴가잔여 생성완료 로그,balance_log,휴가잔여 생성 배치 로그 | 이월규칙 적용 로그 | 메일 제목: 임직원 휴가잔여 생성 완료 안내
임원조직,인력운영,임원 석세션 플랜,임원 석세션 후보군 명단 확정,approval_list,보안문서 열람 로그 | 인사위원회 심사 의결 로그 | 메일 제목: 임원 석세션 후보군 확정 안내
임원조직,인력운영,임원 석세션 플랜,임원 석세션 로드맵 확정본 등록,roadmap_doc,보안문서 버전 잠금 로그 | 후보군-포지션 매핑 로그 | 이사회 상정 안건 로그
임원조직,인력운영,임원 피드백 면담,임원 피드백 면담기록서 등록,interview_record,면담기록 보안저장 로그 | 열람권한 부여 로그 | 면담 완료 상태 변경 로그
임원조직,인력운영,핵심리더 선발,핵심리더 심사 의결서 등록,decision_doc,인사위원회 심사 의결 로그 | 평가점수 집계 로그 | 이사회 상정 안건 로그
임원조직,인력운영,임원 근원 및 인물평,임원 인물평가 데이터 취합본 등록,evaluation_bundle,인물평 원천데이터 업로드 로그 | 보안문서 열람 로그 | 데이터 정합성 검증 로그
임원조직,인력운영,임원 근원 및 인물평,임원 인물평가 결과보고서 발행,analysis_report,평가결과 집계 배치 로그 | 심사 의결 반영 로그 | 메일 제목: 임원 인물평가 결과 공유
임원조직,인력운영,조직도 작성,임원 조직도 개정본 확정,org_chart,조직도 버전 업데이트 로그 | 승인 결재 로그 | 메일 제목: 임원 조직도 개정 안내
임원조직,인력운영,임원 계약 및 퇴임,임원 계약서 확정본 등록,contract_doc,계약서 보안저장 로그 | 계약 승인 의결 로그 | 메일 제목: 임원 계약 확정 안내
임원조직,인력운영,임원 계약 및 퇴임,임원 퇴임 인사명령서 발행,hr_order,퇴임 인사명령 문서번호 생성 | 인사시스템 직책 변경 로그 | 메일 제목: 임원 퇴임 발령 안내
임원조직,인력운영,퇴임임원 후속조치,퇴임임원 권한회수 완료로그 생성,security_log,시스템 권한회수 로그 | 보안계정 비활성화 로그 | 메일 제목: 퇴임임원 권한회수 완료 안내
임원조직,조직개편,정기 조직개편,정기 조직개편안 확정본 등록,reorg_doc,조직개편안 승인 로그 | 보안문서 열람 로그 | 이사회 상정 안건 로그
임원조직,조직개편,정기 조직개편,정기 조직개편 발령문 발행,hr_order,발령문 문서번호 생성 | 인사시스템 조직반영 로그 | 메일 제목: 정기 조직개편 발령 안내
임원조직,조직개편,수시 조직개편,수시 조직개편 반영완료 로그 생성,sync_log,조직반영 배치 로그 | 직책 변경 매핑 로그 | 메일 제목: 수시 조직개편 반영 완료 안내
임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 운영계획서 확정,plan_doc,과정 승인 로그 | 참여자 확정 로그 | 메일 제목: SLP/TLP 과정 운영계획 안내
임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 수료결과표 발행,training_status,LMS 수료데이터 적재 | 평가결과 집계 로그 | 메일 제목: SLP/TLP 수료결과 안내
임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 일정확정서 발행,schedule_doc,일정 확정 로그 | 참여자 초청 발송 로그 | 메일 제목: 임원 부부 명상과정 일정 안내
임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 대상자 선발명단 확정,approval_list,대상자 선발평가 로그 | 선발 승인 로그 | 메일 제목: 그룹장 양성과정 대상자 확정 안내
임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 평가결과 보고서 발행,evaluation_report,과정 평가점수 집계 로그 | 성과분석 리포트 생성 로그 | 메일 제목: 그룹장 양성과정 평가결과 공유
인력운영,인력이동,사내 Job Posting,사내 Job Posting 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 사내 Job Posting | 인사발령 승인 로그 | 메일 제목: 사내 Job Posting 발령 안내
인력운영,인력이동,사내 Job Posting,사내 Job Posting 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 사내 Job Posting | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 사내 Job Posting
인력운영,인력이동,개별 전배,개별 전배 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 개별 전배 | 인사발령 승인 로그 | 메일 제목: 개별 전배 발령 안내
인력운영,인력이동,개별 전배,개별 전배 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 개별 전배 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 개별 전배
인력운영,인력이동,전입,전입 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 전입 | 인사발령 승인 로그 | 메일 제목: 전입 발령 안내
인력운영,인력이동,전입,전입 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 전입 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 전입
인력운영,휴복직,휴직,휴직 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 휴직 | 인사발령 승인 로그 | 메일 제목: 휴직 발령 안내
인력운영,휴복직,휴직,휴직 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 휴직 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 휴직
인력운영,휴복직,복직,복직 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 복직 | 인사발령 승인 로그 | 메일 제목: 복직 발령 안내
인력운영,휴복직,복직,복직 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 복직 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 복직
인력운영,퇴직,퇴직,퇴직 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 퇴직 | 인사발령 승인 로그 | 메일 제목: 퇴직 발령 안내
인력운영,퇴직,퇴직,퇴직 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 퇴직 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 퇴직
인력운영,퇴직,리텐션,리텐션 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 리텐션 | 인사발령 승인 로그 | 메일 제목: 리텐션 발령 안내
인력운영,퇴직,리텐션,리텐션 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 리텐션 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 리텐션
인력운영,인력 활용,리스킬링,리스킬링 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 리스킬링 | 인사발령 승인 로그 | 메일 제목: 리스킬링 발령 안내
인력운영,인력 활용,리스킬링,리스킬링 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 리스킬링 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 리스킬링
인력운영,인력 활용,시니어,시니어 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 시니어 | 인사발령 승인 로그 | 메일 제목: 시니어 발령 안내
인력운영,인력 활용,시니어,시니어 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 시니어 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 시니어
인력운영,인력 활용,사업특화 제도,사업특화 제도 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 사업특화 제도 | 인사발령 승인 로그 | 메일 제목: 사업특화 제도 발령 안내
인력운영,인력 활용,사업특화 제도,사업특화 제도 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 사업특화 제도 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 사업특화 제도
인력운영,인력계획,인력 계획,인력 계획 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 인력 계획 | 인사발령 승인 로그 | 메일 제목: 인력 계획 발령 안내
인력운영,인력계획,인력 계획,인력 계획 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 인력 계획 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 인력 계획
인력운영,인력계획,수정경영계획,수정경영계획 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 수정경영계획 | 인사발령 승인 로그 | 메일 제목: 수정경영계획 발령 안내
인력운영,인력계획,수정경영계획,수정경영계획 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 수정경영계획 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 수정경영계획
인력운영,인력정보,제증명 관리,제증명 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 제증명 관리 | 인사발령 승인 로그 | 메일 제목: 제증명 관리 발령 안내
인력운영,인력정보,제증명 관리,제증명 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 제증명 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 제증명 관리
인력운영,인력정보,인력 DB 관리,인력 DB 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 인력 DB 관리 | 인사발령 승인 로그 | 메일 제목: 인력 DB 관리 발령 안내
인력운영,인력정보,인력 DB 관리,인력 DB 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 인력 DB 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 인력 DB 관리
인력운영,인력정보,인사발령,인사발령 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 인사발령 | 인사발령 승인 로그 | 메일 제목: 인사발령 발령 안내
인력운영,인력정보,인사발령,인사발령 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 인사발령 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 인사발령
인력운영,인력정보,분석,분석 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 분석 | 인사발령 승인 로그 | 메일 제목: 분석 발령 안내
인력운영,인력정보,분석,분석 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 분석 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 분석
인력운영,인력정보,사원정보 관리,사원정보 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 사원정보 관리 | 인사발령 승인 로그 | 메일 제목: 사원정보 관리 발령 안내
인력운영,인력정보,사원정보 관리,사원정보 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 사원정보 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 사원정보 관리
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 파견직 관리 | 인사발령 승인 로그 | 메일 제목: 파견직 관리 발령 안내
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 파견직 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 파견직 관리
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 시간선택제 관리 | 인사발령 승인 로그 | 메일 제목: 시간선택제 관리 발령 안내
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 시간선택제 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 시간선택제 관리
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 예비군 관리 | 인사발령 승인 로그 | 메일 제목: 예비군 관리 발령 안내
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 예비군 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 예비군 관리
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁계약직 관리 발령통지서 발행,hr_order,Workday 상태값 변경 로그: 촉탁계약직 관리 | 인사발령 승인 로그 | 메일 제목: 촉탁계약직 관리 발령 안내
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁계약직 관리 이행상태 로그 생성,status_log,전배/휴복직 상태변경 로그: 촉탁계약직 관리 | 조직배치 반영 로그 | 월간 이행현황 집계 로그: 촉탁계약직 관리
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 가이드 수립·배포 및 시스템 준비 | 보안문서 열람 로그 | 메일 제목: 가이드 수립·배포 및 시스템 준비 심사결과 안내
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 가이드 수립·배포 및 시스템 준비 | 통보 메일 발송 로그 | 이의신청 접수 로그: 가이드 수립·배포 및 시스템 준비
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 대상자 확정·변경 | 보안문서 열람 로그 | 메일 제목: 대상자 확정·변경 심사결과 안내
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 대상자 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 대상자 확정·변경
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 승인자·부서장 매핑 확정·변경 | 보안문서 열람 로그 | 메일 제목: 승인자·부서장 매핑 확정·변경 심사결과 안내
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 승인자·부서장 매핑 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 승인자·부서장 매핑 확정·변경
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,운영 및 임직원 소통 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 운영 및 임직원 소통 | 보안문서 열람 로그 | 메일 제목: 운영 및 임직원 소통 심사결과 안내
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,운영 및 임직원 소통 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 운영 및 임직원 소통 | 통보 메일 발송 로그 | 이의신청 접수 로그: 운영 및 임직원 소통
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 분석·보고 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 결과 분석·보고 | 보안문서 열람 로그 | 메일 제목: 결과 분석·보고 심사결과 안내
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 분석·보고 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 결과 분석·보고 | 통보 메일 발송 로그 | 이의신청 접수 로그: 결과 분석·보고
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 가이드 수립·배포 및 시스템 준비 | 보안문서 열람 로그 | 메일 제목: 가이드 수립·배포 및 시스템 준비 심사결과 안내
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 가이드 수립·배포 및 시스템 준비 | 통보 메일 발송 로그 | 이의신청 접수 로그: 가이드 수립·배포 및 시스템 준비
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 확정·변경(예외자·사유 확인) 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 대상자 확정·변경(예외자·사유 확인) | 보안문서 열람 로그 | 메일 제목: 대상자 확정·변경(예외자·사유 확인) 심사결과 안내
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 확정·변경(예외자·사유 확인) 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 대상자 확정·변경(예외자·사유 확인) | 통보 메일 발송 로그 | 이의신청 접수 로그: 대상자 확정·변경(예외자·사유 확인)
제도,피어리뷰,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 승인자·부서장 매핑 확정·변경 | 보안문서 열람 로그 | 메일 제목: 승인자·부서장 매핑 확정·변경 심사결과 안내
제도,피어리뷰,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 승인자·부서장 매핑 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 승인자·부서장 매핑 확정·변경
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,피어리뷰 운영· 임직원 소통 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 피어리뷰 운영· 임직원 소통 | 보안문서 열람 로그 | 메일 제목: 피어리뷰 운영· 임직원 소통 심사결과 안내
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,피어리뷰 운영· 임직원 소통 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 피어리뷰 운영· 임직원 소통 | 통보 메일 발송 로그 | 이의신청 접수 로그: 피어리뷰 운영· 임직원 소통
제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 결과 분석·보고 및 결과 안내 | 보안문서 열람 로그 | 메일 제목: 결과 분석·보고 및 결과 안내 심사결과 안내
제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 결과 분석·보고 및 결과 안내 | 통보 메일 발송 로그 | 이의신청 접수 로그: 결과 분석·보고 및 결과 안내
제도,업적평가,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 가이드 수립·배포 및 시스템 준비 | 보안문서 열람 로그 | 메일 제목: 가이드 수립·배포 및 시스템 준비 심사결과 안내
제도,업적평가,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 가이드 수립·배포 및 시스템 준비 | 통보 메일 발송 로그 | 이의신청 접수 로그: 가이드 수립·배포 및 시스템 준비
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 확정·변경 (예외자·사유 확인) 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 대상자 확정·변경 (예외자·사유 확인) | 보안문서 열람 로그 | 메일 제목: 대상자 확정·변경 (예외자·사유 확인) 심사결과 안내
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 확정·변경 (예외자·사유 확인) 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 대상자 확정·변경 (예외자·사유 확인) | 통보 메일 발송 로그 | 이의신청 접수 로그: 대상자 확정·변경 (예외자·사유 확인)
제도,업적평가,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 승인자·부서장 매핑 확정·변경 | 보안문서 열람 로그 | 메일 제목: 승인자·부서장 매핑 확정·변경 심사결과 안내
제도,업적평가,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 승인자·부서장 매핑 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 승인자·부서장 매핑 확정·변경
제도,업적평가,업적평가 운영 / 임직원 소통,업적평가 운영 · 임직원 소통 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 업적평가 운영 · 임직원 소통 | 보안문서 열람 로그 | 메일 제목: 업적평가 운영 · 임직원 소통 심사결과 안내
제도,업적평가,업적평가 운영 / 임직원 소통,업적평가 운영 · 임직원 소통 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 업적평가 운영 · 임직원 소통 | 통보 메일 발송 로그 | 이의신청 접수 로그: 업적평가 운영 · 임직원 소통
제도,업적평가,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 결과 분석·보고 및 결과 안내 | 보안문서 열람 로그 | 메일 제목: 결과 분석·보고 및 결과 안내 심사결과 안내
제도,업적평가,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 결과 분석·보고 및 결과 안내 | 통보 메일 발송 로그 | 이의신청 접수 로그: 결과 분석·보고 및 결과 안내
제도,업적평가,후속 조치,후속 조치 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 후속 조치 | 보안문서 열람 로그 | 메일 제목: 후속 조치 심사결과 안내
제도,업적평가,후속 조치,후속 조치 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 후속 조치 | 통보 메일 발송 로그 | 이의신청 접수 로그: 후속 조치
제도,역량진단,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 가이드 수립·배포 및 시스템 준비 | 보안문서 열람 로그 | 메일 제목: 가이드 수립·배포 및 시스템 준비 심사결과 안내
제도,역량진단,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 가이드 수립·배포 및 시스템 준비 | 통보 메일 발송 로그 | 이의신청 접수 로그: 가이드 수립·배포 및 시스템 준비
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 확정·변경 (예외자·사유 확인) 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 대상자 확정·변경 (예외자·사유 확인) | 보안문서 열람 로그 | 메일 제목: 대상자 확정·변경 (예외자·사유 확인) 심사결과 안내
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 확정·변경 (예외자·사유 확인) 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 대상자 확정·변경 (예외자·사유 확인) | 통보 메일 발송 로그 | 이의신청 접수 로그: 대상자 확정·변경 (예외자·사유 확인)
제도,역량진단,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 승인자·부서장 매핑 확정·변경 | 보안문서 열람 로그 | 메일 제목: 승인자·부서장 매핑 확정·변경 심사결과 안내
제도,역량진단,승인자/부서장 매핑 확정/변경,승인자·부서장 매핑 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 승인자·부서장 매핑 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 승인자·부서장 매핑 확정·변경
제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 운영 및 임직원 소통 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 역량진단 운영 및 임직원 소통 | 보안문서 열람 로그 | 메일 제목: 역량진단 운영 및 임직원 소통 심사결과 안내
제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 운영 및 임직원 소통 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 역량진단 운영 및 임직원 소통 | 통보 메일 발송 로그 | 이의신청 접수 로그: 역량진단 운영 및 임직원 소통
제도,역량진단,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 결과 분석·보고 및 결과 안내 | 보안문서 열람 로그 | 메일 제목: 결과 분석·보고 및 결과 안내 심사결과 안내
제도,역량진단,결과 분석/보고 및 결과 안내,결과 분석·보고 및 결과 안내 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 결과 분석·보고 및 결과 안내 | 통보 메일 발송 로그 | 이의신청 접수 로그: 결과 분석·보고 및 결과 안내
제도,승격,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 가이드 수립·배포 및 시스템 준비 | 보안문서 열람 로그 | 메일 제목: 가이드 수립·배포 및 시스템 준비 심사결과 안내
제도,승격,가이드 수립/배포 및 시스템 준비,가이드 수립·배포 및 시스템 준비 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 가이드 수립·배포 및 시스템 준비 | 통보 메일 발송 로그 | 이의신청 접수 로그: 가이드 수립·배포 및 시스템 준비
제도,승격,대상자 확정/변경,대상자 확정·변경 심사의결서 확정,decision_doc,인사위원회 심사 의결 로그: 대상자 확정·변경 | 보안문서 열람 로그 | 메일 제목: 대상자 확정·변경 심사결과 안내
제도,승격,대상자 확정/변경,대상자 확정·변경 결과통보서 발송,notification_doc,결과 확정 상태값 변경 로그: 대상자 확정·변경 | 통보 메일 발송 로그 | 이의신청 접수 로그: 대상자 확정·변경
