[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립 최종안 확정,HR,기획안 최종 의사결정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 기안서 확정,HR,내용 검토 및 기안 확정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비,제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비,제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려 최종안 확정,HR,기획안 최종 의사결정
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립 최종안 확정,HR,기획안 최종 의사결정
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 기안서 확정,HR,내용 검토 및 기안 확정
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,제도,피어리뷰,승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,제도,피어리뷰,승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,피어리뷰,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,피어리뷰,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성)",제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성) 문구 확정",HR,안내/공지할 내용의 초안 컨펌
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성)",제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성) 시스템 발송",Digital Worker,일괄 메일/메시지 발송 작업
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인)",제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인) 문구 확정",HR,안내/공지할 내용의 초안 컨펌
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인)",제도,피어리뷰,피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인) 시스템 발송",Digital Worker,일괄 메일/메시지 발송 작업
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성),제도,피어리뷰,피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성) 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,피어리뷰,피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성),제도,피어리뷰,피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성) 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,피어리뷰,결과 분석/보고 및 결과 안내,실시율 점검,제도,피어리뷰,결과 분석/보고 및 결과 안내,실시율 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,피어리뷰,결과 분석/보고 및 결과 안내,실시율 점검,제도,피어리뷰,결과 분석/보고 및 결과 안내,실시율 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,피어리뷰,결과 분석/보고 및 결과 안내,상세 입력 내용 분석/인사이트 도출,제도,피어리뷰,결과 분석/보고 및 결과 안내,상세 입력 내용 분석/인사이트 도출 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 보고서 작성,제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 보고서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 보고서 작성,제도,피어리뷰,결과 분석/보고 및 결과 안내,결과 보고서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,피어리뷰,결과 분석/보고 및 결과 안내,리뷰결과 부서장 및 피어리뷰 대상 공지,제도,피어리뷰,결과 분석/보고 및 결과 안내,리뷰결과 부서장 및 피어리뷰 대상 공지 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,피어리뷰,결과 분석/보고 및 결과 안내,리뷰결과 부서장 및 피어리뷰 대상 공지,제도,피어리뷰,결과 분석/보고 및 결과 안내,리뷰결과 부서장 및 피어리뷰 대상 공지 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,업적평가,가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립,제도,업적평가,가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,업적평가,가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립,제도,업적평가,가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립 최종안 확정,HR,기획안 최종 의사결정
제도,업적평가,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,업적평가,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,업적평가,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,업적평가,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 기안서 확정,HR,내용 검토 및 기안 확정
제도,업적평가,가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅,제도,업적평가,가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅,제도,업적평가,가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,가이드 수립/배포 및 시스템 준비,평가자 교육,제도,업적평가,가이드 수립/배포 및 시스템 준비,평가자 교육 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,가이드 수립/배포 및 시스템 준비,평가자 교육,제도,업적평가,가이드 수립/배포 및 시스템 준비,평가자 교육 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,업적평가,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,업적평가,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,업적평가,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,제도,업적평가,승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,제도,업적평가,승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,업적평가,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,업적평가,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,업적평가 운영 / 임직원 소통,평가일정 전사 공지,제도,업적평가,업적평가 운영 / 임직원 소통,평가일정 전사 공지 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,업적평가,업적평가 운영 / 임직원 소통,평가일정 전사 공지,제도,업적평가,업적평가 운영 / 임직원 소통,평가일정 전사 공지 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,업적평가,업적평가 운영 / 임직원 소통,부서원/부서장 가이드 배포,제도,업적평가,업적평가 운영 / 임직원 소통,부서원/부서장 가이드 배포 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,업적평가 운영 / 임직원 소통,부서원/부서장 가이드 배포,제도,업적평가,업적평가 운영 / 임직원 소통,부서원/부서장 가이드 배포 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,업적평가 운영 / 임직원 소통,부서장 평가 및 평가의견 입력,제도,업적평가,업적평가 운영 / 임직원 소통,부서장 평가 및 평가의견 입력 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,업적평가,업적평가 운영 / 임직원 소통,부서장 평가면담 실시 및 결과 입력,제도,업적평가,업적평가 운영 / 임직원 소통,부서장 평가면담 실시 및 결과 입력 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,업적평가,업적평가 운영 / 임직원 소통,본인 평가 (업무목표별 성과 작성),제도,업적평가,업적평가 운영 / 임직원 소통,본인 평가 (업무목표별 성과 작성) 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,업적평가,업적평가 운영 / 임직원 소통,본인 평가 (업무목표별 성과 작성),제도,업적평가,업적평가 운영 / 임직원 소통,본인 평가 (업무목표별 성과 작성) 기안서 확정,HR,내용 검토 및 기안 확정
제도,업적평가,업적평가 운영 / 임직원 소통,평가 공정성 설문조사,제도,업적평가,업적평가 운영 / 임직원 소통,평가 공정성 설문조사 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,업적평가 운영 / 임직원 소통,평가 공정성 설문조사,제도,업적평가,업적평가 운영 / 임직원 소통,평가 공정성 설문조사 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,결과 분석/보고 및 결과 안내,평가 실시율 점검,제도,업적평가,결과 분석/보고 및 결과 안내,평가 실시율 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,결과 분석/보고 및 결과 안내,평가 실시율 점검,제도,업적평가,결과 분석/보고 및 결과 안내,평가 실시율 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,결과 분석/보고 및 결과 안내,평가내용 분석,제도,업적평가,결과 분석/보고 및 결과 안내,평가내용 분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,결과 분석/보고 및 결과 안내,평가내용 분석,제도,업적평가,결과 분석/보고 및 결과 안내,평가내용 분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,결과 분석/보고 및 결과 안내,결과 보고서 작성,제도,업적평가,결과 분석/보고 및 결과 안내,결과 보고서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,업적평가,결과 분석/보고 및 결과 안내,결과 보고서 작성,제도,업적평가,결과 분석/보고 및 결과 안내,결과 보고서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,업적평가,결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내,제도,업적평가,결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,업적평가,결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내,제도,업적평가,결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,업적평가,후속 조치,연봉등급 검토/확정,제도,업적평가,후속 조치,연봉등급 검토/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,업적평가,후속 조치,연봉등급 검토/확정,제도,업적평가,후속 조치,연봉등급 검토/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,업적평가,후속 조치,평가등급 반영,제도,업적평가,후속 조치,평가등급 반영 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,업적평가,후속 조치,"평가 이의신청 (신청, 부서장 소명, 심사, 보고, 확정)",제도,업적평가,후속 조치,"평가 이의신청 (신청, 부서장 소명, 심사, 보고, 확정) 일정 확정",HR,일정 및 방식에 대한 의사결정
제도,업적평가,후속 조치,"평가 이의신청 (신청, 부서장 소명, 심사, 보고, 확정)",제도,업적평가,후속 조치,"평가 이의신청 (신청, 부서장 소명, 심사, 보고, 확정) 안내 메일 발송",Digital Worker,대상자 대량 안내 발송
