[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic
보상/근태,보상기획,임금조정,(원본 L6 미기재),V2-L6-0283,보상/근태,보상기획,임금조정,면담질문지 준비 대상 데이터 취합 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,국민연금 결정,(원본 L6 미기재),V2-L6-0284,보상/근태,법정복리후생,국민연금 결정,면담질문지 준비 정합성 검증 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,국민연금 결정,(원본 L6 미기재),V2-L6-0285,보상/근태,법정복리후생,국민연금 결정,유사사례 및 판례 확인 요건 접수 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,국민연금 결정,(원본 L6 미기재),V2-L6-0286,보상/근태,법정복리후생,국민연금 결정,유사사례 및 판례 확인 대상 데이터 취합 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0287,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,유사사례 및 판례 확인 정합성 검증 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0288,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,징계양정 제안 요건 접수 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0289,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,징계양정 제안 대상 데이터 취합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0290,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,징계양정 제안 정합성 검증 완료,상시,settlement_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0291,보상/근태,법정복리후생,고용보험 자격관리,Change Agent 요건 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0292,보상/근태,법정복리후생,고용보험 자격관리,Change Agent 대상 데이터 취합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0293,보상/근태,법정복리후생,고용보험 자격관리,Change Agent 정합성 검증 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0294,보상/근태,법정복리후생,산재보험 신고,Change Agent 검토 의견 반영 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0295,보상/근태,법정복리후생,산재보험 신고,My Pulse 서베이 요건 접수 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0296,보상/근태,법정복리후생,산재보험 신고,My Pulse 서베이 대상 데이터 취합 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0297,보상/근태,기업복리후생,의료비,My Pulse 서베이 정합성 검증 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0298,보상/근태,기업복리후생,의료비,My Pulse 서베이 검토 의견 반영 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0299,보상/근태,기업복리후생,의료비,SCI 진단 요건 접수 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0300,보상/근태,기업복리후생,학자금,SCI 진단 대상 데이터 취합 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0301,보상/근태,기업복리후생,학자금,SCI 진단 정합성 검증 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0302,보상/근태,기업복리후생,학자금,SCI 진단 검토 의견 반영 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0303,보상/근태,기업복리후생,대부금,협의회 요건 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0304,보상/근태,기업복리후생,대부금,협의회 대상 데이터 취합 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0305,보상/근태,기업복리후생,대부금,협의회 정합성 검증 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0306,보상/근태,기업복리후생,임직원검진,Office근무시간오류관리 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0307,보상/근태,기업복리후생,임직원검진,Office근무시간오류관리 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0308,보상/근태,기업복리후생,임직원검진,Office근무시간오류관리 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0309,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0310,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0311,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0312,보상/근태,근태운영 및 관리,Office근무시간오류관리,일반근태 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0313,보상/근태,근태운영 및 관리,Office근무시간오류관리,일반근태 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0314,보상/근태,근태운영 및 관리,Office근무시간오류관리,일반근태 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0315,보상/근태,근태운영 및 관리,초과근무시간반영,임직원휴가생성 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0316,보상/근태,근태운영 및 관리,초과근무시간반영,임직원휴가생성 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0317,보상/근태,근태운영 및 관리,초과근무시간반영,임직원휴가생성 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0318,보상/근태,근태운영 및 관리,일반근태,초과근무시간반영 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0319,보상/근태,근태운영 및 관리,일반근태,초과근무시간반영 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0320,보상/근태,근태운영 및 관리,일반근태,초과근무시간반영 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0321,보상/근태,근태운영 및 관리,임직원휴가생성,대부금 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0322,보상/근태,근태운영 및 관리,임직원휴가생성,대부금 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0323,보상/근태,근태운영 및 관리,임직원휴가생성,대부금 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0324,임원조직,인력운영,임원 석세션 플랜,의료비 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0325,임원조직,인력운영,임원 석세션 플랜,의료비 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0326,임원조직,인력운영,임원 석세션 플랜,의료비 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0327,임원조직,인력운영,임원 피드백 면담,임직원검진 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0328,임원조직,인력운영,임원 피드백 면담,임직원검진 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0329,임원조직,인력운영,임원 피드백 면담,임직원검진 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0330,임원조직,인력운영,핵심리더 선발,학자금 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0331,임원조직,인력운영,핵심리더 선발,학자금 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0332,임원조직,인력운영,핵심리더 선발,학자금 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0333,임원조직,인력운영,임원 근원 및 인물평,건강보험/노인장기요양보험 정산 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0334,임원조직,인력운영,임원 근원 및 인물평,건강보험/노인장기요양보험 정산 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0335,임원조직,인력운영,임원 근원 및 인물평,건강보험/노인장기요양보험 정산 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0336,임원조직,인력운영,조직도 작성,건강보험/노인장기요양보험 정산 검증 결과 확정,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0337,임원조직,인력운영,조직도 작성,고용보험 자격관리 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0338,임원조직,인력운영,조직도 작성,고용보험 자격관리 정합성 점검 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0339,임원조직,인력운영,임원 계약 및 퇴임,고용보험 자격관리 오류 데이터 보정 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0340,임원조직,인력운영,임원 계약 및 퇴임,국민연금 결정 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0341,임원조직,인력운영,임원 계약 및 퇴임,국민연금 결정 정합성 점검 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0342,임원조직,인력운영,퇴임임원 후속조치,국민연금 결정 오류 데이터 보정 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0343,임원조직,인력운영,퇴임임원 후속조치,산재보험 신고 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0344,임원조직,인력운영,퇴임임원 후속조치,산재보험 신고 정합성 점검 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,조직개편,조직개편,(원본 L6 미기재),V2-L6-0345,임원조직,조직개편,조직개편,산재보험 신고 오류 데이터 보정 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,조직개편,조직개편,(원본 L6 미기재),V2-L6-0346,임원조직,조직개편,조직개편,경영계획 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,조직개편,조직개편,(원본 L6 미기재),V2-L6-0347,임원조직,조직개편,조직개편,경영계획 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,조직개편,조직개편,(원본 L6 미기재),V2-L6-0348,임원조직,조직개편,조직개편,경영계획 오류 데이터 보정 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,조직개편,조직개편,(원본 L6 미기재),V2-L6-0349,임원조직,조직개편,조직개편,임금조정 원천 데이터 수집 완료,상시,status_log,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0350,임원조직,교육/양성,SLP/TLP 과정,임금조정 정합성 점검 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0351,임원조직,교육/양성,SLP/TLP 과정,임금조정 오류 데이터 보정 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0352,임원조직,교육/양성,SLP/TLP 과정,연말정산 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0353,임원조직,교육/양성,SLP/TLP 과정,연말정산 정합성 점검 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0354,임원조직,교육/양성,SLP/TLP 과정,연말정산 오류 데이터 보정 완료,상시,training_status,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0355,임원조직,교육/양성,SLP/TLP 과정,급여 원천 데이터 수집 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0356,임원조직,교육/양성,임원 부부 명상과정,급여 정합성 점검 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0357,임원조직,교육/양성,임원 부부 명상과정,급여 오류 데이터 보정 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0358,임원조직,교육/양성,임원 부부 명상과정,급여 검증 결과 확정,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0359,임원조직,교육/양성,그룹장 양성과정,연차수당 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0360,임원조직,교육/양성,그룹장 양성과정,연차수당 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
임원조직,교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0361,임원조직,교육/양성,그룹장 양성과정,연차수당 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,사내 Job Posting,사업부문(부서별) J/P 부서 수요 취합,V2-L6-0362,인력운영,인력이동,사내 Job Posting,인센티브 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,사내 Job Posting,지원서 평가,V2-L6-0363,인력운영,인력이동,사내 Job Posting,인센티브 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,사내 Job Posting,면접평가 결과 검토,V2-L6-0364,인력운영,인력이동,사내 Job Posting,인센티브 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,개별 전배,충원 요청,V2-L6-0365,인력운영,인력이동,개별 전배,퇴직금 지급 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,개별 전배,적합 인력 서칭 및 Pool 구축,V2-L6-0366,인력운영,인력이동,개별 전배,퇴직금 지급 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,개별 전배,할애 가능 여부 검토,V2-L6-0367,인력운영,인력이동,개별 전배,퇴직금 지급 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,전입,전입(or 신입) 규모 확인,V2-L6-0368,인력운영,인력이동,전입,퇴직연금 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,전입,배치 부서 확인,V2-L6-0369,인력운영,인력이동,전입,퇴직연금 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력이동,전입,배치 안내,V2-L6-0370,인력운영,인력이동,전입,퇴직연금 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,휴직,휴직 신청,V2-L6-0371,인력운영,휴복직,휴직,퇴직자 미지급액 지급 원천 데이터 수집 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",V2-L6-0372,인력운영,휴복직,휴직,퇴직자 미지급액 지급 정합성 점검 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,휴직,휴직 행정사항 안내,V2-L6-0373,인력운영,휴복직,휴직,퇴직자 미지급액 지급 오류 데이터 보정 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,복직,"복직 안내(한달전, 일주일전)",V2-L6-0374,인력운영,휴복직,복직,시간선택제 관리 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,복직,출근 및 행정사항 처리,V2-L6-0375,인력운영,휴복직,복직,시간선택제 관리 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,휴복직,복직,연장 휴직원 작성 안내,V2-L6-0376,인력운영,휴복직,복직,시간선택제 관리 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,퇴직,퇴직 면담 요청,V2-L6-0377,인력운영,퇴직,퇴직,예비군 관리 요청 접수 완료,수시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",V2-L6-0378,인력운영,퇴직,퇴직,예비군 관리 처리 대상 분류 완료,수시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,퇴직,퇴직 행정사항 안내,V2-L6-0379,인력운영,퇴직,퇴직,예비군 관리 현장 조치 완료,수시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,리텐션,우수인력 관리,V2-L6-0380,인력운영,퇴직,리텐션,촉탁계약직 관리 요청 접수 완료,수시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,리텐션,퇴직 사유 관리,V2-L6-0381,인력운영,퇴직,리텐션,촉탁계약직 관리 처리 대상 분류 완료,수시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,V2-L6-0382,인력운영,퇴직,리텐션,촉탁계약직 관리 현장 조치 완료,수시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,V2-L6-0383,인력운영,인력 활용,리스킬링,파견직 관리 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담,V2-L6-0384,인력운영,인력 활용,리스킬링,파견직 관리 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,리스킬링,발령 및 실이동,V2-L6-0385,인력운영,인력 활용,리스킬링,파견직 관리 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,시니어,시니어 활용 방안 수립,V2-L6-0386,인력운영,인력 활용,시니어,리스킬링 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",V2-L6-0387,인력운영,인력 활용,시니어,리스킬링 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",V2-L6-0388,인력운영,인력 활용,시니어,리스킬링 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,사업특화 제도,사업특화 현황 분석,V2-L6-0389,인력운영,인력 활용,사업특화 제도,사업특화 제도 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 신설,V2-L6-0390,인력운영,인력 활용,사업특화 제도,사업특화 제도 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 운영,V2-L6-0391,인력운영,인력 활용,사업특화 제도,사업특화 제도 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,인력 계획,조직도 및 기초정보 세팅,V2-L6-0392,인력운영,인력계획,인력 계획,시니어 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,인력 계획,사업부별 인력계획 수립,V2-L6-0393,인력운영,인력계획,인력 계획,시니어 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,인력 계획,인력 계획 취합/조정,V2-L6-0394,인력운영,인력계획,인력 계획,시니어 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0395,인력운영,인력계획,수정경영계획,수정경영계획 요청 접수 완료,상시,approval_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0396,인력운영,인력계획,수정경영계획,수정경영계획 처리 대상 분류 완료,상시,analysis_report,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
인력운영,인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0397,인력운영,인력계획,수정경영계획,수정경영계획 현장 조치 완료,상시,notification_doc,Handoff 기반 실무 산출물 재정의 및 템플릿 전면 제거
