[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic,L3(도메인)
법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0288,법정복리후생,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0289,법정복리후생,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0290,법정복리후생,건강보험/노인장기요양보험 정산,장기요양 정산서 발행,상시,settlement_doc,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0291,법정복리후생,고용보험 자격관리,고용보험 자격관리 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0292,법정복리후생,고용보험 자격관리,고용보험 자격관리 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0293,법정복리후생,고용보험 자격관리,고용보험 자격관리 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0294,법정복리후생,산재보험 신고,산재보험 신고 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0295,법정복리후생,산재보험 신고,산재보험 신고 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0296,법정복리후생,산재보험 신고,산재보험 신고 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,의료비,(원본 L6 미기재),V2-L6-0297,기업복리후생,의료비,의료비 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,의료비,(원본 L6 미기재),V2-L6-0298,기업복리후생,의료비,의료비 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,의료비,(원본 L6 미기재),V2-L6-0299,기업복리후생,의료비,의료비 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,학자금,(원본 L6 미기재),V2-L6-0300,기업복리후생,학자금,학자금 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,학자금,(원본 L6 미기재),V2-L6-0301,기업복리후생,학자금,학자금 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,학자금,(원본 L6 미기재),V2-L6-0302,기업복리후생,학자금,학자금 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,대부금,(원본 L6 미기재),V2-L6-0303,기업복리후생,대부금,대부금 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,대부금,(원본 L6 미기재),V2-L6-0304,기업복리후생,대부금,대부금 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,대부금,(원본 L6 미기재),V2-L6-0305,기업복리후생,대부금,대부금 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0306,기업복리후생,임직원검진,임직원검진 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0307,기업복리후생,임직원검진,임직원검진 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0308,기업복리후생,임직원검진,임직원검진 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0309,근태운영 및 관리,근무형태 생성,근무형태 생성 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0310,근태운영 및 관리,근무형태 생성,근무형태 생성 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0311,근태운영 및 관리,근무형태 생성,근무형태 생성 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0312,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0313,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0314,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0315,근태운영 및 관리,초과근무시간반영,초과근무시간반영 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0316,근태운영 및 관리,초과근무시간반영,초과근무시간반영 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0317,근태운영 및 관리,초과근무시간반영,초과근무시간반영 결과 통보 발송,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0318,근태운영 및 관리,일반근태,일반근태 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0319,근태운영 및 관리,일반근태,일반근태 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0320,근태운영 및 관리,일반근태,일반근태 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0321,근태운영 및 관리,임직원휴가생성,임직원휴가생성 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0322,근태운영 및 관리,임직원휴가생성,임직원휴가생성 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,보상/근태
근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0323,근태운영 및 관리,임직원휴가생성,임직원휴가생성 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,보상/근태
인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0324,인력운영,임원 석세션 플랜,임원 석세션 플랜 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0325,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 석세션 플랜,(원본 L6 미기재),V2-L6-0326,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0327,인력운영,임원 피드백 면담,임원 피드백 면담 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0328,인력운영,임원 피드백 면담,임원 피드백 면담 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 피드백 면담,(원본 L6 미기재),V2-L6-0329,인력운영,임원 피드백 면담,임원 피드백 면담 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0330,인력운영,핵심리더 선발,핵심리더 선발 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0331,인력운영,핵심리더 선발,핵심리더 선발 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,핵심리더 선발,(원본 L6 미기재),V2-L6-0332,인력운영,핵심리더 선발,핵심리더 선발 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0333,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0334,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0335,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0336,인력운영,조직도 작성,조직도 작성 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0337,인력운영,조직도 작성,조직도 작성 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,조직도 작성,(원본 L6 미기재),V2-L6-0338,인력운영,조직도 작성,조직도 작성 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0339,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0340,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0341,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0342,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0343,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
인력운영,퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0344,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
조직개편,조직개편,(원본 L6 미기재),V2-L6-0345,조직개편,조직개편,조직개편 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
조직개편,조직개편,(원본 L6 미기재),V2-L6-0346,조직개편,조직개편,중간 조직개편 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
조직개편,조직개편,(원본 L6 미기재),V2-L6-0347,조직개편,조직개편,중간 조직개편 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
조직개편,조직개편,(원본 L6 미기재),V2-L6-0348,조직개편,조직개편,조직개편 요청서 등록 완료,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
조직개편,조직개편,(원본 L6 미기재),V2-L6-0349,조직개편,조직개편,조직개편 반영완료 로그 생성,상시,status_log,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0350,교육/양성,SLP/TLP 과정,SLP/TLP 과정 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0351,교육/양성,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0352,교육/양성,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0353,교육/양성,SLP/TLP 과정,TLP 과정 운영계획서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0354,교육/양성,SLP/TLP 과정,SLP 발행,상시,training_status,L6를 성과 상태형으로 매핑,임원조직
교육/양성,SLP/TLP 과정,(원본 L6 미기재),V2-L6-0355,교육/양성,SLP/TLP 과정,TLP 수료결과표 발행,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0356,교육/양성,임원 부부 명상과정,임원 부부 명상과정 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0357,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
교육/양성,임원 부부 명상과정,(원본 L6 미기재),V2-L6-0358,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0359,교육/양성,그룹장 양성과정,그룹장 양성과정 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,임원조직
교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0360,교육/양성,그룹장 양성과정,그룹장 양성과정 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,임원조직
교육/양성,그룹장 양성과정,(원본 L6 미기재),V2-L6-0361,교육/양성,그룹장 양성과정,그룹장 양성과정 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,임원조직
인력이동,사내 Job Posting,사업부문(부서별) J/P 부서 수요 취합,V2-L6-0362,인력이동,사내 Job Posting,사내 Job Posting 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력이동,사내 Job Posting,지원서 평가,V2-L6-0363,인력이동,사내 Job Posting,사내 Job Posting 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력이동,사내 Job Posting,면접평가 결과 검토,V2-L6-0364,인력이동,사내 Job Posting,사내 Job Posting 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력이동,개별 전배,충원 요청,V2-L6-0365,인력이동,개별 전배,개별 전배 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력이동,개별 전배,적합 인력 서칭 및 Pool 구축,V2-L6-0366,인력이동,개별 전배,개별 전배 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력이동,개별 전배,할애 가능 여부 검토,V2-L6-0367,인력이동,개별 전배,개별 전배 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력이동,전입,전입(or 신입) 규모 확인,V2-L6-0368,인력이동,전입,전입 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력이동,전입,배치 부서 확인,V2-L6-0369,인력이동,전입,전입 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력이동,전입,배치 안내,V2-L6-0370,인력이동,전입,전입 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
휴복직,휴직,휴직 신청,V2-L6-0371,휴복직,휴직,휴직 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",V2-L6-0372,휴복직,휴직,휴직 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
휴복직,휴직,휴직 행정사항 안내,V2-L6-0373,휴복직,휴직,휴직 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
휴복직,복직,"복직 안내(한달전, 일주일전)",V2-L6-0374,휴복직,복직,복직 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
휴복직,복직,출근 및 행정사항 처리,V2-L6-0375,휴복직,복직,복직 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
휴복직,복직,연장 휴직원 작성 안내,V2-L6-0376,휴복직,복직,복직 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
퇴직,퇴직,퇴직 면담 요청,V2-L6-0377,퇴직,퇴직,퇴직 기준서 확정,수시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",V2-L6-0378,퇴직,퇴직,퇴직 결과표 등록,수시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
퇴직,퇴직,퇴직 행정사항 안내,V2-L6-0379,퇴직,퇴직,퇴직 결과 통보 발송 완료,수시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
퇴직,리텐션,우수인력 관리,V2-L6-0380,퇴직,리텐션,리텐션 기준서 확정,수시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
퇴직,리텐션,퇴직 사유 관리,V2-L6-0381,퇴직,리텐션,리텐션 결과표 등록,수시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,V2-L6-0382,퇴직,리텐션,리텐션 결과 통보 발송 완료,수시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,V2-L6-0383,인력 활용,리스킬링,리스킬링 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,리스킬링,대상자 인사/부서장 면담,V2-L6-0384,인력 활용,리스킬링,리스킬링 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력 활용,리스킬링,발령 및 실이동,V2-L6-0385,인력 활용,리스킬링,리스킬링 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,시니어,시니어 활용 방안 수립,V2-L6-0386,인력 활용,시니어,시니어 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",V2-L6-0387,인력 활용,시니어,시니어 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",V2-L6-0388,인력 활용,시니어,시니어 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,사업특화 제도,사업특화 현황 분석,V2-L6-0389,인력 활용,사업특화 제도,사업특화 제도 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력 활용,사업특화 제도,사업특화 제도/팀 신설,V2-L6-0390,인력 활용,사업특화 제도,사업특화 제도 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력 활용,사업특화 제도,사업특화 제도/팀 운영,V2-L6-0391,인력 활용,사업특화 제도,사업특화 제도 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력계획,인력 계획,조직도 및 기초정보 세팅,V2-L6-0392,인력계획,인력 계획,인력 계획 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력계획,인력 계획,사업부별 인력계획 수립,V2-L6-0393,인력계획,인력 계획,인력 계획 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력계획,인력 계획,인력 계획 취합/조정,V2-L6-0394,인력계획,인력 계획,인력 계획 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0395,인력계획,수정경영계획,수정경영계획 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0396,인력계획,수정경영계획,수정경영계획 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력계획,수정경영계획,(원본 L6 미기재),V2-L6-0397,인력계획,수정경영계획,수정경영계획 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,제증명 관리,"재직자, 퇴직자 제증명 발급 요청",V2-L6-0398,인력정보,제증명 관리,제증명 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,제증명 관리,예외 내용 검토,V2-L6-0399,인력정보,제증명 관리,제증명 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력정보,제증명 관리,내용 수정 및 발급 승인,V2-L6-0400,인력정보,제증명 관리,제증명 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,인력 DB 관리,월마감 인력 관리,V2-L6-0401,인력정보,인력 DB 관리,인력 DB 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,인력 DB 관리,지표 관리,V2-L6-0402,인력정보,인력 DB 관리,인력 DB 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력정보,인력 DB 관리,지표요청 대응,V2-L6-0403,인력정보,인력 DB 관리,인력 DB 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,인사발령,정기 인사 발령 대상자 취합,V2-L6-0404,인력정보,인사발령,인사발령 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,인사발령,인사 발령 보고/승인,V2-L6-0405,인력정보,인사발령,인사발령 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력정보,인사발령,인사발령 내역 사업부/부서 공지,V2-L6-0406,인력정보,인사발령,인사발령 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,분석,부서별 C/I/연령 등 인력 분포 관리,V2-L6-0407,인력정보,분석,분석 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,분석,부서별 C/I/연령 등 인력 분포 관리,V2-L6-0408,인력정보,분석,분석 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력정보,분석,"업무 불균형, 잔특근 과다 조직 관리",V2-L6-0409,인력정보,분석,분석 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,사원정보 관리,신상정보 본인 수정,V2-L6-0410,인력정보,사원정보 관리,사원정보 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출,V2-L6-0411,인력정보,사원정보 관리,사원정보 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
인력정보,사원정보 관리,요청사항 검토/승인,V2-L6-0412,인력정보,사원정보 관리,사원정보 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토,V2-L6-0413,비정규/계약직 인력 관리,파견직 관리,파견직 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,파견직 관리,파견직 선발,V2-L6-0414,비정규/계약직 인력 관리,파견직 관리,파견직 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,파견직 관리,파견직 근무 환경 만족도 관리,V2-L6-0415,비정규/계약직 인력 관리,파견직 관리,파견직 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,V2-L6-0416,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,V2-L6-0417,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리,V2-L6-0418,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,V2-L6-0419,비정규/계약직 인력 관리,예비군 관리,예비군 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,V2-L6-0420,비정규/계약직 인력 관리,예비군 관리,예비군 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리,V2-L6-0421,비정규/계약직 인력 관리,예비군 관리,예비군 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,V2-L6-0422,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁계약직 기준서 확정,상시,approval_doc,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,V2-L6-0423,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁계약직 결과표 등록,상시,analysis_report,L6를 성과 상태형으로 매핑,인력운영
비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리,V2-L6-0424,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁계약직 결과 통보 발송 완료,상시,notification_doc,L6를 성과 상태형으로 매핑,인력운영
그라운드룰&업무목표&피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립,V2-L6-0425,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,L4를 비즈니스 맥락 중심으로 정리/복원; L6를 성과 상태형으로 매핑,제도
피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,V2-L6-0457,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,L4를 비즈니스 맥락 중심으로 정리/복원; L6를 성과 상태형으로 매핑,제도
업적평가,가이드 수립/배포 및 시스템 준비,평가자 교육,V2-L6-0495,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,L4를 비즈니스 맥락 중심으로 정리/복원; L6를 성과 상태형으로 매핑,제도
