[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,Activity_ID,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,Cadence,Output Type,Change_Logic
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,(원본 L6 미기재),V2-L6-0241,기획,자료 작성,팀 업무일정표 및 주요일정 작성,팀 업무일정표 및 주요일정 작성 시행 내역 등록,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,People팀 조직목표 수립,(원본 L6 미기재),V2-L6-0242,기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 초안 문서 작성 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,People팀 조직목표 수립,(원본 L6 미기재),V2-L6-0243,기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 검토 의견 수합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,People팀 조직목표 수립,(원본 L6 미기재),V2-L6-0244,기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 수정본 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,People팀 조직목표 수립,(원본 L6 미기재),V2-L6-0245,기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 승인 결재 완료,상시,minutes_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,인사전략 수립,(원본 L6 미기재),V2-L6-0246,기획,전략 수립,인사전략 수립,인사전략 수립 초안 문서 작성 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,인사전략 수립,(원본 L6 미기재),V2-L6-0247,기획,전략 수립,인사전략 수립,인사전략 수립 검토 의견 수합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,인사전략 수립,(원본 L6 미기재),V2-L6-0248,기획,전략 수립,인사전략 수립,인사전략 수립 수정본 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,인사전략 수립,(원본 L6 미기재),V2-L6-0249,기획,전략 수립,인사전략 수립,인사전략 수립 승인 결재 완료,상시,minutes_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,전사 인사전략 워크샵,(원본 L6 미기재),V2-L6-0250,기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 초안 문서 작성 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,전사 인사전략 워크샵,(원본 L6 미기재),V2-L6-0251,기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 검토 의견 수합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,전사 인사전략 워크샵,(원본 L6 미기재),V2-L6-0252,기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 수정본 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,전략 수립,전사 인사전략 워크샵,(원본 L6 미기재),V2-L6-0253,기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 승인 결재 완료,상시,minutes_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(원본 L6 미기재),V2-L6-0254,기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 초안 문서 작성 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(원본 L6 미기재),V2-L6-0255,기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 검토 의견 수합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(원본 L6 미기재),V2-L6-0256,기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 수정본 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(원본 L6 미기재),V2-L6-0257,기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 승인 결재 완료,상시,minutes_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0258,기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 초안 문서 작성 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0259,기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 검토 의견 수합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0260,기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 수정본 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
기획,주요 회의체 운영,전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0261,기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 승인 결재 완료,상시,minutes_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0262,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0263,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0264,노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0265,노사,ER,직장내괴롭힘,직장내괴롭힘 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0266,노사,ER,직장내괴롭힘,직장내괴롭힘 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0267,노사,ER,직장내괴롭힘,직장내괴롭힘 정합성 검증 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,직장내괴롭힘,(원본 L6 미기재),V2-L6-0268,노사,ER,직장내괴롭힘,직장내괴롭힘 검토 의견 반영,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0269,노사,ER,희망퇴직,희망퇴직 요건 접수 완료,수시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0270,노사,ER,희망퇴직,희망퇴직 대상 데이터 취합 완료,수시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0271,노사,ER,희망퇴직,희망퇴직 정합성 검증 완료,수시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,ER,희망퇴직,(원본 L6 미기재),V2-L6-0272,노사,ER,희망퇴직,희망퇴직 검토 의견 반영,수시,settlement_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0273,노사,노동조합,단체교섭,단체교섭 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0274,노사,노동조합,단체교섭,단체교섭 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체교섭,(원본 L6 미기재),V2-L6-0275,노사,노동조합,단체교섭,단체교섭 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0276,노사,노동조합,단체협약,단체협약 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0277,노사,노동조합,단체협약,단체협약 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,노동조합,단체협약,(원본 L6 미기재),V2-L6-0278,노사,노동조합,단체협약,단체협약 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담기록/요약,(원본 L6 미기재),V2-L6-0279,노사,사건사고 관리,면담기록/요약,면담기록/요약 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담기록/요약,(원본 L6 미기재),V2-L6-0280,노사,사건사고 관리,면담기록/요약,면담기록/요약 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담기록/요약,(원본 L6 미기재),V2-L6-0281,노사,사건사고 관리,면담기록/요약,면담기록/요약 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담질문지 준비,(원본 L6 미기재),V2-L6-0282,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담질문지 준비,(원본 L6 미기재),V2-L6-0283,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,면담질문지 준비,(원본 L6 미기재),V2-L6-0284,노사,사건사고 관리,면담질문지 준비,면담질문지 준비 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0285,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0286,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0287,노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,징계양정 제안,(원본 L6 미기재),V2-L6-0288,노사,사건사고 관리,징계양정 제안,징계양정 제안 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,징계양정 제안,(원본 L6 미기재),V2-L6-0289,노사,사건사고 관리,징계양정 제안,징계양정 제안 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,사건사고 관리,징계양정 제안,(원본 L6 미기재),V2-L6-0290,노사,사건사고 관리,징계양정 제안,징계양정 제안 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0291,노사,조직문화,Change Agent,Change Agent 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0292,노사,조직문화,Change Agent,Change Agent 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0293,노사,조직문화,Change Agent,Change Agent 정합성 검증 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,Change Agent,(원본 L6 미기재),V2-L6-0294,노사,조직문화,Change Agent,Change Agent 검토 의견 반영,상시,casebook,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0295,노사,조직문화,My Pulse 서베이,My Pulse 서베이 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0296,노사,조직문화,My Pulse 서베이,My Pulse 서베이 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0297,노사,조직문화,My Pulse 서베이,My Pulse 서베이 정합성 검증 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,My Pulse 서베이,(원본 L6 미기재),V2-L6-0298,노사,조직문화,My Pulse 서베이,My Pulse 서베이 검토 의견 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0299,노사,조직문화,SCI 진단,SCI 진단 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0300,노사,조직문화,SCI 진단,SCI 진단 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0301,노사,조직문화,SCI 진단,SCI 진단 정합성 검증 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,조직문화,SCI 진단,(원본 L6 미기재),V2-L6-0302,노사,조직문화,SCI 진단,SCI 진단 검토 의견 반영,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0303,노사,협의회,협의회,협의회 요건 접수 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0304,노사,협의회,협의회,협의회 대상 데이터 취합 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
노사,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0305,노사,협의회,협의회,협의회 정합성 검증 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0306,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0307,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,Office근무시간오류관리,(원본 L6 미기재),V2-L6-0308,보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0309,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0310,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,근무형태 생성,(원본 L6 미기재),V2-L6-0311,보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0312,보상/근태,근태운영 및 관리,일반근태,일반근태 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0313,보상/근태,근태운영 및 관리,일반근태,일반근태 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,일반근태,(원본 L6 미기재),V2-L6-0314,보상/근태,근태운영 및 관리,일반근태,일반근태 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0315,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0316,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,임직원휴가생성,(원본 L6 미기재),V2-L6-0317,보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0318,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0319,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,근태운영 및 관리,초과근무시간반영,(원본 L6 미기재),V2-L6-0320,보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0321,보상/근태,기업복리후생,대부금,대부금 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0322,보상/근태,기업복리후생,대부금,대부금 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,대부금,(원본 L6 미기재),V2-L6-0323,보상/근태,기업복리후생,대부금,대부금 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0324,보상/근태,기업복리후생,의료비,의료비 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0325,보상/근태,기업복리후생,의료비,의료비 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,의료비,(원본 L6 미기재),V2-L6-0326,보상/근태,기업복리후생,의료비,의료비 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0327,보상/근태,기업복리후생,임직원검진,임직원검진 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0328,보상/근태,기업복리후생,임직원검진,임직원검진 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,임직원검진,(원본 L6 미기재),V2-L6-0329,보상/근태,기업복리후생,임직원검진,임직원검진 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0330,보상/근태,기업복리후생,학자금,학자금 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0331,보상/근태,기업복리후생,학자금,학자금 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,기업복리후생,학자금,(원본 L6 미기재),V2-L6-0332,보상/근태,기업복리후생,학자금,학자금 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0333,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0334,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0335,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 오류 데이터 보정 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0336,보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 검증 결과 확정,상시,settlement_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0337,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0338,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,고용보험 자격관리,(원본 L6 미기재),V2-L6-0339,보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,국민연금 정기결정,(원본 L6 미기재),V2-L6-0340,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,국민연금 정기결정,(원본 L6 미기재),V2-L6-0341,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,국민연금 정기결정,(원본 L6 미기재),V2-L6-0342,보상/근태,법정복리후생,국민연금 결정,국민연금 결정 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0343,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0344,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,법정복리후생,산재보험 신고,(원본 L6 미기재),V2-L6-0345,보상/근태,법정복리후생,산재보험 신고,산재보험 신고 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,경영계획,(원본 L6 미기재),V2-L6-0346,보상/근태,보상기획,경영계획,경영계획 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,경영계획,(원본 L6 미기재),V2-L6-0347,보상/근태,보상기획,경영계획,경영계획 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,경영계획,(원본 L6 미기재),V2-L6-0348,보상/근태,보상기획,경영계획,경영계획 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,임금조정,(원본 L6 미기재),V2-L6-0349,보상/근태,보상기획,임금조정,임금조정 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,임금조정,(원본 L6 미기재),V2-L6-0350,보상/근태,보상기획,임금조정,임금조정 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,보상기획,임금조정,(원본 L6 미기재),V2-L6-0351,보상/근태,보상기획,임금조정,임금조정 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,연말정산,연말정산,(원본 L6 미기재),V2-L6-0352,보상/근태,연말정산,연말정산,연말정산 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,연말정산,연말정산,(원본 L6 미기재),V2-L6-0353,보상/근태,연말정산,연말정산,연말정산 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,연말정산,연말정산,(원본 L6 미기재),V2-L6-0354,보상/근태,연말정산,연말정산,연말정산 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0355,보상/근태,지급업무,급여,급여 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0356,보상/근태,지급업무,급여,급여 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0357,보상/근태,지급업무,급여,급여 오류 데이터 보정 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,(원본 매핑 없음),(원본 매핑 없음),(원본 매핑 없음),V2-L6-0358,보상/근태,지급업무,급여,급여 검증 결과 확정,상시,payslip,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,지급업무,연차수당,(원본 L6 미기재),V2-L6-0359,보상/근태,지급업무,연차수당,연차수당 원천 데이터 수집 완료,상시,approval_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,지급업무,연차수당,(원본 L6 미기재),V2-L6-0360,보상/근태,지급업무,연차수당,연차수당 정합성 점검 완료,상시,analysis_report,미싱 링크 복원 및 암묵지의 디지털 시각화
보상/근태,지급업무,연차수당,(원본 L6 미기재),V2-L6-0361,보상/근태,지급업무,연차수당,연차수당 오류 데이터 보정 완료,상시,notification_doc,미싱 링크 복원 및 암묵지의 디지털 시각화
