[Origin] L5 Name,[Origin] L6 Name,Activity_ID,[Current] L5 Name,[Current] L6 Name,Cadence,Output Type,Change_Logic,L3(도메인)
People팀장 사업부 정례미팅,(원본 L6 미기재),V2-L6-0919,People팀장 사업부 정례미팅,자료집 발행,상시,minutes_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0912,전사 인사담당 임원회의,전사 인사담당 임원회의 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0913,전사 인사담당 임원회의,중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0914,전사 인사담당 임원회의,중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
전사 인사담당 임원회의,(원본 L6 미기재),V2-L6-0915,전사 인사담당 임원회의,자료집 발행,상시,minutes_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0114,생일자 기념쿠키 지급,생일자 기념쿠키 지급 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0115,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
생일자 기념쿠키 지급,(원본 L6 미기재),V2-L6-0116,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
직장내괴롭힘,(원본 L6 미기재),V2-L6-0106,직장내괴롭힘,직장내괴롭힘 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
직장내괴롭힘,(원본 L6 미기재),V2-L6-0107,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
직장내괴롭힘,(원본 L6 미기재),V2-L6-0108,직장내괴롭힘,중간 직장내괴롭힘 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
직장내괴롭힘,(원본 L6 미기재),V2-L6-0109,직장내괴롭힘,직장내괴롭힘 처리 결과 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
희망퇴직,(원본 L6 미기재),V2-L6-0110,희망퇴직,희망퇴직 기준서 확정,수시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
희망퇴직,(원본 L6 미기재),V2-L6-0111,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
희망퇴직,(원본 L6 미기재),V2-L6-0112,희망퇴직,중간 희망퇴직 결과표 등록,수시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
희망퇴직,(원본 L6 미기재),V2-L6-0113,희망퇴직,퇴직패키지 정산서 발행,수시,settlement_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
단체교섭,(원본 L6 미기재),V2-L6-0100,단체교섭,단체교섭 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
단체교섭,(원본 L6 미기재),V2-L6-0101,단체교섭,단체교섭 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
단체교섭,(원본 L6 미기재),V2-L6-0102,단체교섭,단체교섭 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
단체협약,(원본 L6 미기재),V2-L6-0103,단체협약,단체협약 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
단체협약,(원본 L6 미기재),V2-L6-0104,단체협약,단체협약 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
단체협약,(원본 L6 미기재),V2-L6-0105,단체협약,단체협약 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
면담기록/요약,(원본 L6 미기재),V2-L6-0120,면담기록/요약,면담기록/요약 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
면담기록/요약,(원본 L6 미기재),V2-L6-0121,면담기록/요약,면담기록/요약 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
면담기록/요약,(원본 L6 미기재),V2-L6-0122,면담기록/요약,면담기록/요약 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
면담질문지 준비,(원본 L6 미기재),V2-L6-0117,면담질문지 준비,면담질문지 준비 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
면담질문지 준비,(원본 L6 미기재),V2-L6-0118,면담질문지 준비,면담질문지 준비 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
면담질문지 준비,(원본 L6 미기재),V2-L6-0119,면담질문지 준비,면담질문지 준비 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0123,유사사례 및 판례 확인,유사사례 및 판례 확인 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0124,유사사례 및 판례 확인,유사사례 및 판례 확인 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
유사사례 및 판례 확인,(원본 L6 미기재),V2-L6-0125,유사사례 및 판례 확인,유사사례 및 판례 확인 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
징계양정 제안,(원본 L6 미기재),V2-L6-0126,징계양정 제안,징계양정 제안 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
징계양정 제안,(원본 L6 미기재),V2-L6-0127,징계양정 제안,징계양정 제안 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,노사
징계양정 제안,(원본 L6 미기재),V2-L6-0128,징계양정 제안,징계양정 제안 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,노사
Change Agent,(원본 L6 미기재),V2-L6-0085,Change Agent,Change Agent 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
Change Agent,(원본 L6 미기재),V2-L6-0086,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
Change Agent,(원본 L6 미기재),V2-L6-0087,Change Agent,중간 Change Agent 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
Change Agent,(원본 L6 미기재),V2-L6-0088,Change Agent,CA 우수사례집 발행,상시,casebook,단일 프로세스를 4단계 성과활동으로 분해,노사
My Pulse 서베이,(원본 L6 미기재),V2-L6-0093,My Pulse 서베이,My Pulse 서베이 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
My Pulse 서베이,(원본 L6 미기재),V2-L6-0094,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
My Pulse 서베이,(원본 L6 미기재),V2-L6-0095,My Pulse 서베이,중간 My Pulse 서베이 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
My Pulse 서베이,(원본 L6 미기재),V2-L6-0096,My Pulse 서베이,My Pulse 결과리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
SCI 진단,(원본 L6 미기재),V2-L6-0089,SCI 진단,SCI 진단 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,노사
SCI 진단,(원본 L6 미기재),V2-L6-0090,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
SCI 진단,(원본 L6 미기재),V2-L6-0091,SCI 진단,중간 SCI 진단 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
SCI 진단,(원본 L6 미기재),V2-L6-0092,SCI 진단,SCI 진단 결과리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,노사
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0097,협의회,협의회 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,노사
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0098,협의회,협의회 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,노사
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0099,협의회,협의회 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,노사
Office근무시간오류관리,(원본 L6 미기재),V2-L6-0312,Office근무시간오류관리,Office근무시간오류관리 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
Office근무시간오류관리,(원본 L6 미기재),V2-L6-0313,Office근무시간오류관리,Office근무시간오류관리 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
Office근무시간오류관리,(원본 L6 미기재),V2-L6-0314,Office근무시간오류관리,Office근무시간오류관리 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
근무형태 생성,(원본 L6 미기재),V2-L6-0309,근무형태 생성,근무형태 생성 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
근무형태 생성,(원본 L6 미기재),V2-L6-0310,근무형태 생성,근무형태 생성 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
근무형태 생성,(원본 L6 미기재),V2-L6-0311,근무형태 생성,근무형태 생성 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
일반근태,(원본 L6 미기재),V2-L6-0318,일반근태,일반근태 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
일반근태,(원본 L6 미기재),V2-L6-0319,일반근태,일반근태 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
일반근태,(원본 L6 미기재),V2-L6-0320,일반근태,일반근태 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원휴가생성,(원본 L6 미기재),V2-L6-0321,임직원휴가생성,임직원휴가생성 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원휴가생성,(원본 L6 미기재),V2-L6-0322,임직원휴가생성,임직원휴가생성 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원휴가생성,(원본 L6 미기재),V2-L6-0323,임직원휴가생성,임직원휴가생성 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
초과근무시간반영,(원본 L6 미기재),V2-L6-0315,초과근무시간반영,초과근무시간반영 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
초과근무시간반영,(원본 L6 미기재),V2-L6-0316,초과근무시간반영,초과근무시간반영 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
초과근무시간반영,(원본 L6 미기재),V2-L6-0317,초과근무시간반영,초과근무시간반영 결과 통보 발송,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
대부금,(원본 L6 미기재),V2-L6-0303,대부금,대부금 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
대부금,(원본 L6 미기재),V2-L6-0304,대부금,대부금 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
대부금,(원본 L6 미기재),V2-L6-0305,대부금,대부금 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
의료비,(원본 L6 미기재),V2-L6-0297,의료비,의료비 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
의료비,(원본 L6 미기재),V2-L6-0298,의료비,의료비 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
의료비,(원본 L6 미기재),V2-L6-0299,의료비,의료비 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원검진,(원본 L6 미기재),V2-L6-0306,임직원검진,임직원검진 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원검진,(원본 L6 미기재),V2-L6-0307,임직원검진,임직원검진 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임직원검진,(원본 L6 미기재),V2-L6-0308,임직원검진,임직원검진 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
학자금,(원본 L6 미기재),V2-L6-0300,학자금,학자금 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
학자금,(원본 L6 미기재),V2-L6-0301,학자금,학자금 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
학자금,(원본 L6 미기재),V2-L6-0302,학자금,학자금 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0287,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,보상/근태
건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0288,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,보상/근태
건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0289,건강보험/노인장기요양보험 정산,중간 건강보험/노인장기요양보험 정산 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,보상/근태
건강보험/노인장기요양보험 정산,(원본 L6 미기재),V2-L6-0290,건강보험/노인장기요양보험 정산,장기요양 정산서 발행,상시,settlement_doc,단일 프로세스를 4단계 성과활동으로 분해,보상/근태
고용보험 자격관리,(원본 L6 미기재),V2-L6-0291,고용보험 자격관리,고용보험 자격관리 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
고용보험 자격관리,(원본 L6 미기재),V2-L6-0292,고용보험 자격관리,고용보험 자격관리 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
고용보험 자격관리,(원본 L6 미기재),V2-L6-0293,고용보험 자격관리,고용보험 자격관리 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0284,국민연금 결정,국민연금 결정 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0285,국민연금 결정,국민연금 결정 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0286,국민연금 결정,국민연금 결정 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,보상/근태
산재보험 신고,(원본 L6 미기재),V2-L6-0294,산재보험 신고,산재보험 신고 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
산재보험 신고,(원본 L6 미기재),V2-L6-0295,산재보험 신고,산재보험 신고 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
산재보험 신고,(원본 L6 미기재),V2-L6-0296,산재보험 신고,산재보험 신고 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
경영계획,(원본 L6 미기재),V2-L6-0278,경영계획,경영계획 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
경영계획,(원본 L6 미기재),V2-L6-0279,경영계획,경영계획 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
경영계획,(원본 L6 미기재),V2-L6-0280,경영계획,경영계획 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임금조정,(원본 L6 미기재),V2-L6-0281,임금조정,임금조정 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임금조정,(원본 L6 미기재),V2-L6-0282,임금조정,임금조정 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
임금조정,(원본 L6 미기재),V2-L6-0283,임금조정,임금조정 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
연말정산,(원본 L6 미기재),V2-L6-0275,연말정산,연말정산 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
연말정산,(원본 L6 미기재),V2-L6-0276,연말정산,연말정산 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
연말정산,(원본 L6 미기재),V2-L6-0277,연말정산,연말정산 결과 통보 발송,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0256,급여,급여 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0257,급여,중간 급여 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0258,급여,중간 급여 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,보상/근태
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0259,급여,급여명세서 발행완료,상시,payslip,모호한 동사를 결과 상태 중심으로 교정,보상/근태
연차수당,(원본 L6 미기재),V2-L6-0263,연차수당,연차수당 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
연차수당,(원본 L6 미기재),V2-L6-0264,연차수당,연차수당 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
연차수당,(원본 L6 미기재),V2-L6-0265,연차수당,연차수당 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
인센티브,(원본 L6 미기재),V2-L6-0260,인센티브,인센티브 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
인센티브,(원본 L6 미기재),V2-L6-0261,인센티브,인센티브 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
인센티브,(원본 L6 미기재),V2-L6-0262,인센티브,인센티브 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직금 지급,(원본 L6 미기재),V2-L6-0269,퇴직금 지급,퇴직금 지급 기준서 확정,수시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직금 지급,(원본 L6 미기재),V2-L6-0270,퇴직금 지급,퇴직금 지급 결과표 등록,수시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직금 지급,(원본 L6 미기재),V2-L6-0271,퇴직금 지급,퇴직금 지급 결과 통보 발송 완료,수시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직연금,(원본 L6 미기재),V2-L6-0272,퇴직연금,퇴직연금 기준서 확정,수시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직연금,(원본 L6 미기재),V2-L6-0273,퇴직연금,퇴직연금 결과표 등록,수시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직연금,(원본 L6 미기재),V2-L6-0274,퇴직연금,퇴직연금 결과 통보 발송 완료,수시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직자 미지급액 지급,(원본 L6 미기재),V2-L6-0266,퇴직자 미지급액 지급,퇴직자 미지급액 지급 기준서 확정,수시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직자 미지급액 지급,(원본 L6 미기재),V2-L6-0267,퇴직자 미지급액 지급,퇴직자 미지급액 지급 결과표 등록,수시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
퇴직자 미지급액 지급,(원본 L6 미기재),V2-L6-0268,퇴직자 미지급액 지급,퇴직자 미지급액 지급 결과 통보 발송 완료,수시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,보상/근태
시간선택제 관리,시간선택제 운영 가이드 수립,V2-L6-0416,시간선택제 관리,시간선택제  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
시간선택제 관리,시간선택제 운영 가이드 수립,V2-L6-0417,시간선택제 관리,시간선택제  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,인력운영
시간선택제 관리,시간선택제 근무 관리,V2-L6-0418,시간선택제 관리,시간선택제  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
예비군 관리,예비군 운영 가이드 수립,V2-L6-0419,예비군 관리,예비군  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
예비군 관리,예비군 운영 가이드 수립,V2-L6-0420,예비군 관리,예비군  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,인력운영
예비군 관리,예비군 근무 관리,V2-L6-0421,예비군 관리,예비군  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,V2-L6-0422,촉탁계약직 관리,촉탁계약직  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,V2-L6-0423,촉탁계약직 관리,촉탁계약직  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,인력운영
촉탁계약직 관리,촉탁 계약직 근무 관리,V2-L6-0424,촉탁계약직 관리,촉탁계약직  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
파견직 관리,파견직 Post 운영 검토,V2-L6-0413,파견직 관리,파견직  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
파견직 관리,파견직 선발,V2-L6-0414,파견직 관리,파견직  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
파견직 관리,파견직 근무 환경 만족도 관리,V2-L6-0415,파견직 관리,파견직  결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
리스킬링,리스킬링 타겟 부서/업무/대상 선정,V2-L6-0383,리스킬링,리스킬링 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
리스킬링,대상자 인사/부서장 면담,V2-L6-0384,리스킬링,리스킬링 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
리스킬링,발령 및 실이동,V2-L6-0385,리스킬링,리스킬링 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
사업특화 제도,사업특화 현황 분석,V2-L6-0389,사업특화 제도,사업특화 제도 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
사업특화 제도,사업특화 제도/팀 신설,V2-L6-0390,사업특화 제도,사업특화 제도 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
사업특화 제도,사업특화 제도/팀 운영,V2-L6-0391,사업특화 제도,사업특화 제도 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
시니어,시니어 활용 방안 수립,V2-L6-0386,시니어,시니어 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",V2-L6-0387,시니어,시니어 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",V2-L6-0388,시니어,시니어 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
수정경영계획,(원본 L6 미기재),V2-L6-0395,수정경영계획,수정경영계획 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
수정경영계획,(원본 L6 미기재),V2-L6-0396,수정경영계획,수정경영계획 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,인력운영
수정경영계획,(원본 L6 미기재),V2-L6-0397,수정경영계획,수정경영계획 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
인력 계획,조직도 및 기초정보 세팅,V2-L6-0392,인력 계획,인력 계획 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
인력 계획,사업부별 인력계획 수립,V2-L6-0393,인력 계획,인력 계획 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
인력 계획,인력 계획 취합/조정,V2-L6-0394,인력 계획,인력 계획 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
개별 전배,충원 요청,V2-L6-0365,개별 전배,개별 전배 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
개별 전배,적합 인력 서칭 및 Pool 구축,V2-L6-0366,개별 전배,개별 전배 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
개별 전배,할애 가능 여부 검토,V2-L6-0367,개별 전배,개별 전배 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
사내 Job Posting,사업부문(부서별) J/P 부서 수요 취합,V2-L6-0362,사내 Job Posting,사내 Job Posting 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
사내 Job Posting,지원서 평가,V2-L6-0363,사내 Job Posting,사내 Job Posting 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
사내 Job Posting,면접평가 결과 검토,V2-L6-0364,사내 Job Posting,사내 Job Posting 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
전입,전입(or 신입) 규모 확인,V2-L6-0368,전입,전입 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
전입,배치 부서 확인,V2-L6-0369,전입,전입 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
전입,배치 안내,V2-L6-0370,전입,전입 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
분석,부서별 C/I/연령 등 인력 분포 관리,V2-L6-0407,분석,분석 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
분석,부서별 C/I/연령 등 인력 분포 관리,V2-L6-0408,분석,분석 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,인력운영
분석,"업무 불균형, 잔특근 과다 조직 관리",V2-L6-0409,분석,분석 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,인력운영
