[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
인력운영,인력계획,인력 계획,사업부별 인력계획 수립,인력운영,인력계획,인력 계획,사업부별 인력계획 수립 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력계획,인력 계획,수급별 인력계획 작성,인력운영,인력계획,인력 계획,수급별 인력계획 작성 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
인력운영,인력계획,인력 계획,수급별 인력계획 작성,인력운영,인력계획,인력 계획,수급별 인력계획 작성 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
인력운영,인력계획,인력 계획,인력 계획 보고,인력운영,인력계획,인력 계획,인력 계획 보고 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력계획,인력 계획,인력 계획 보고,인력운영,인력계획,인력 계획,인력 계획 보고 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력계획,인력 계획,인력 계획 입력,인력운영,인력계획,인력 계획,인력 계획 입력 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
인력운영,인력계획,인력 계획,인력 계획 입력,인력운영,인력계획,인력 계획,인력 계획 입력 시스템 등록,Digital Worker,확정값의 기계적 적재
인력운영,인력계획,인력 계획,인력 계획 취합/조정,인력운영,인력계획,인력 계획,인력 계획 취합/조정 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력계획,인력 계획,인력 계획 취합/조정,인력운영,인력계획,인력 계획,인력 계획 취합/조정 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인,인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인,인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인,인력운영,인력계획,인력 계획,인력계획 검토 및 보고/승인 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,인력계획,인력 계획,인력계획 내역 사업부 공지,인력운영,인력계획,인력 계획,인력계획 내역 사업부 공지 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,인력계획,인력 계획,인력계획 내역 사업부 공지,인력운영,인력계획,인력 계획,인력계획 내역 사업부 공지 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,인력계획,인력 계획,인력계획 입력 내역 확인,인력운영,인력계획,인력 계획,인력계획 입력 내역 확인 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
인력운영,인력계획,인력 계획,인력계획 입력 내역 확인,인력운영,인력계획,인력 계획,인력계획 입력 내역 확인 시스템 등록,Digital Worker,확정값의 기계적 적재
인력운영,인력정보,제증명 관리,"재직자, 퇴직자 제증명 발급 요청",인력운영,인력정보,제증명 관리,"재직자, 퇴직자 제증명 발급 요청 기초 자료 취합",Digital Worker,단순 데이터 수집
인력운영,인력정보,제증명 관리,"재직자, 퇴직자 제증명 발급 요청",인력운영,인력정보,제증명 관리,"재직자, 퇴직자 제증명 발급 요청 최종 결과 확정",HR,담당자 최종 검토 및 확정
인력운영,인력정보,제증명 관리,예외 내용 검토,인력운영,인력정보,제증명 관리,예외 내용 검토 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력정보,제증명 관리,예외 내용 검토,인력운영,인력정보,제증명 관리,예외 내용 검토 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력정보,제증명 관리,예외 내용 검토,인력운영,인력정보,제증명 관리,예외 내용 검토 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인,인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인,인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인,인력운영,인력정보,제증명 관리,내용 수정 및 발급 승인 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,인력정보,인력 DB 관리,월마감 인력 관리,인력운영,인력정보,인력 DB 관리,월마감 인력 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,인력 DB 관리,월마감 인력 관리,인력운영,인력정보,인력 DB 관리,월마감 인력 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,인력 DB 관리,지표 관리,인력운영,인력정보,인력 DB 관리,지표 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,인력 DB 관리,지표 관리,인력운영,인력정보,인력 DB 관리,지표 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,인력 DB 관리,지표집 작성,인력운영,인력정보,인력 DB 관리,지표집 작성 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
인력운영,인력정보,인력 DB 관리,지표집 작성,인력운영,인력정보,인력 DB 관리,지표집 작성 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
인력운영,인력정보,인력 DB 관리,지표요청 대응,인력운영,인력정보,인력 DB 관리,지표요청 대응 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,인력 DB 관리,지표요청 대응,인력운영,인력정보,인력 DB 관리,지표요청 대응 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,인력 DB 관리,업무분장도 관리,인력운영,인력정보,인력 DB 관리,업무분장도 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,인력 DB 관리,업무분장도 관리,인력운영,인력정보,인력 DB 관리,업무분장도 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,인사발령,정기 인사 발령 대상자 취합,인력운영,인력정보,인사발령,정기 인사 발령 대상자 취합 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,인사발령,정기 인사 발령 대상자 취합,인력운영,인력정보,인사발령,정기 인사 발령 대상자 취합 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,인사발령,인사 발령 보고/승인,인력운영,인력정보,인사발령,인사 발령 보고/승인 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력정보,인사발령,인사 발령 보고/승인,인력운영,인력정보,인사발령,인사 발령 보고/승인 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력정보,인사발령,인사 발령 보고/승인,인력운영,인력정보,인사발령,인사 발령 보고/승인 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,인력정보,인사발령,인사발령 내역 사업부/부서 공지,인력운영,인력정보,인사발령,인사발령 내역 사업부/부서 공지 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,인력정보,인사발령,인사발령 내역 사업부/부서 공지,인력운영,인력정보,인사발령,인사발령 내역 사업부/부서 공지 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,인력정보,분석,부서별 C/I/연령 등 인력 분포 관리,인력운영,인력정보,분석,부서별 C/I/연령 등 인력 분포 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력정보,분석,부서별 C/I/연령 등 인력 분포 관리,인력운영,인력정보,분석,부서별 C/I/연령 등 인력 분포 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력정보,분석,"업무 불균형, 잔특근 과다 조직 관리",인력운영,인력정보,분석,"업무 불균형, 잔특근 과다 조직 관리 기초 자료 취합",Digital Worker,단순 데이터 수집
인력운영,인력정보,분석,"업무 불균형, 잔특근 과다 조직 관리",인력운영,인력정보,분석,"업무 불균형, 잔특근 과다 조직 관리 최종 결과 확정",HR,담당자 최종 검토 및 확정
인력운영,인력정보,사원정보 관리,신상정보 본인 수정,인력운영,인력정보,사원정보 관리,신상정보 본인 수정 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
인력운영,인력정보,사원정보 관리,신상정보 본인 수정,인력운영,인력정보,사원정보 관리,신상정보 본인 수정 시스템 등록,Digital Worker,확정값의 기계적 적재
인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출,인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출,인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출,인력운영,인력정보,사원정보 관리,변경정보 승인요청/증빙서류 제출 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,인력정보,사원정보 관리,요청사항 검토/승인,인력운영,인력정보,사원정보 관리,요청사항 검토/승인 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력정보,사원정보 관리,요청사항 검토/승인,인력운영,인력정보,사원정보 관리,요청사항 검토/승인 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,인력정보,사원정보 관리,요청사항 검토/승인,인력운영,인력정보,사원정보 관리,요청사항 검토/승인 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 Post 운영 검토 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발 결과 확정,HR,정성적 판단 및 최종 의사결정
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 선발 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 근무 환경 만족도 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 근무 환경 만족도 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 근무 환경 만족도 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 근무 환경 만족도 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 업무분장 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 운영 가이드 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리,인력운영,비정규/계약직 인력 관리,시간선택제 관리,시간선택제 근무 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 운영 가이드 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리,인력운영,비정규/계약직 인력 관리,예비군 관리,예비군 근무 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 운영 가이드 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리,인력운영,비정규/계약직 인력 관리,촉탁계약직 관리,촉탁 계약직 근무 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,연간 성과관리 가이드 수립 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,그라운드룰 시스템 셋팅 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅,제도,그라운드룰&업무목표&수시피드백,가이드 수립/배포 및 시스템 준비,업무목표 시스템 셋팅 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,예외자 및 기타 사유 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정,제도,그라운드룰&업무목표&수시피드백,대상자 확정/변경,대상자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비,제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비,제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,팀장급 수신대상자 정비 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 기초 자료 취합",Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,그라운드룰&업무목표&수시피드백,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 최종 결과 확정",HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,그라운드룰 수립 부서장 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 그라운드룰 수립 독려 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 수립 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,업무목표 리마인더 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,부서장 공유세션 공지 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 부서장/부서원 메일링 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내,제도,그라운드룰&업무목표&수시피드백,운영 및 임직원 소통,수시피드백 진행 독려 안내 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,실시율 점검 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,상세 입력 내용 분석/인사이트 도출 시스템 등록,Digital Worker,확정값의 기계적 적재
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성,제도,그라운드룰&업무목표&수시피드백,결과 분석/보고,결과 보고서 작성 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 연간 운영가이드 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,피어리뷰 시스템 셋팅 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,피어리뷰,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
